epoch,rate/ratio,train_time,learning_rate,model,loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
14,0.5,20.67207932472229,0.0001601213399301771,resnet18,2.0139272063970566,77.68,87.04927496410232,95.70799561570205,65.08517417992198,57.07885304659498,62.06668049764851,35.064891303149565,19.02315467596054,11.982715129852295,57.17
15,0.5,19.68367290496826,0.0001101693765757227,resnet18,1.0199466178087686,78.16,86.60932502971268,95.672711236705,63.28197863598933,60.48534798534798,61.37686470249703,35.57262322548274,20.407454669475555,12.094378471374512,61.26
16,0.5,21.288376808166504,6.621804426909163e-05,resnet18,4.031591176986694,77.81,86.709212807871,95.591076842569,64.28929721866466,60.61288868859847,62.75244395601294,36.077911642347374,19.854725897312164,12.135666608810425,60.84
17,0.5,19.942695140838623,0.0003904410488735097,resnet18,0.9102828231724827,77.95,86.70862041630849,95.65135945487255,63.640596595802045,60.544217687074834,61.983623808057864,35.65909309057431,20.233477652072906,12.14587926864624,60.63
18,0.5,32.21073818206787,0.0003155774231959091,resnet18,0.8205825574696064,78.05,86.68624020289546,95.67391900301986,63.83248440768148,60.68337129840546,61.58980015430166,35.51373086460222,20.47398090362549,12.153198719024658,61.0
19,0.5,31.828125476837158,0.0002452672050820715,resnet18,0.8176960617303849,78.06,86.84941824195725,95.71933589871081,64.15078650475125,59.16134913400183,61.1759832351228,35.12468959344972,20.623724162578583,12.183343172073364,59.25
20,0.5,33.7652862071991,0.00018124166544819512,resnet18,0.8137797988951206,77.88,86.9652800803573,95.72568222417101,65.00840522878453,58.95117540687161,61.501397849092946,35.00218092010415,20.34638673067093,12.172631025314331,59.45
1,0.7,37.976218938827515,0.0009906540972145876,resnet18,0.9006628043949605,76.36,85.74506035618971,94.92827866262884,63.12436063013964,62.64805414551608,71.44661179926159,40.99807429214533,15.635374188423157,12.235116958618164,63.11
2,0.7,26.674082279205322,0.0009691911985317049,resnet18,0.985176567520414,77.38,86.55814633490857,95.43495869452201,64.54150053248333,61.75950486295314,64.96908019312957,37.20377344375709,16.668236255645752,11.800400018692017,62.11
3,0.7,25.028637409210205,0.0009352013860289382,resnet18,0.9686799404876574,77.64,86.5482194321021,95.54779943983812,63.96070114990248,61.001788908765654,63.51864189173338,36.41572074813902,17.958369851112366,11.7988920211792,61.05
4,0.7,24.88032054901123,0.0008906875288050135,resnet18,1.0301125412895566,77.94,86.71512491534624,95.64052626170556,63.687144303825164,60.47144152311876,62.08771945795154,35.738272066777036,18.593938648700714,11.809793710708618,60.92
5,0.7,23.697617530822754,0.000836107758437388,resnet18,2.903936241354261,77.75,86.61180244951045,95.5541798817092,64.25013800972145,61.07865168539326,63.20055256870903,36.37524872581051,17.596308887004852,11.723484992980957,61.3
6,0.7,24.78791093826294,0.0007727601180510625,resnet18,0.9864462804393609,78.11,86.52356181578273,95.61368282252465,63.076511502050096,60.48423937871175,61.959238264987526,36.0316307363806,19.12873089313507,11.854969263076782,60.9
7,0.7,25.901015520095825,0.0007055899626855416,resnet18,0.9711097481421063,78.08,86.50720041020999,95.6246164820328,63.27625510186506,60.67518248175182,61.93993869452458,35.93815791856958,19.965067505836487,12.020000219345093,60.72
8,0.7,27.10858964920044,0.0006318162601726918,resnet18,1.3660924512715564,77.9,86.76119749766204,95.66982962763765,63.86431127480431,60.18099547511312,61.941862369468566,35.492619963240394,18.39846521615982,11.804931163787842,60.5
9,0.7,24.760486364364624,0.0005548091155207094,resnet18,1.5854230040595647,77.91,86.73078633812656,95.64842588048843,63.85574744188685,60.796740606609326,62.090776742109725,35.6665023409821,19.18680965900421,11.948736906051636,61.57
10,0.7,25.007828950881958,0.00047385105945458976,resnet18,2.2324572728604686,77.68,86.78893616029737,95.62296936806024,63.99381318920086,59.632616487455195,62.80014953381835,35.79836033931941,18.54824423789978,11.911790370941162,59.86
11,0.7,27.945209980010986,0.000396151421740956,resnet18,0.9659814561553378,77.88,86.7949665920863,95.6599643783465,64.27995254161485,59.17721518987342,62.047128890843425,35.54791196185463,20.00533789396286,12.098935842514038,59.22
12,0.7,23.272107362747192,0.0003210211923371363,resnet18,1.038040455364223,77.99,86.69469967229224,95.642112577103,63.84317748129018,59.65470240799636,61.96497709248972,35.739984798859204,20.43871134519577,12.167015075683594,60.11
13,0.7,26.949711561203003,0.0002530183951180124,resnet18,0.9915378177165987,77.96,86.6381318215214,95.61575466510834,63.49979894630439,61.025408348457354,62.24916398100389,35.94953710847482,20.172275602817535,12.15029001235962,61.12
14,0.7,25.007889986038208,0.00019101497734014993,resnet18,1.0311468630046634,78.05,86.78080314733123,95.7065559425214,63.82650253462959,59.68109339407744,61.31562591410817,35.239556624408735,20.09638547897339,12.063252925872803,59.82
15,0.7,25.366108894348145,0.00013088397542621057,resnet18,1.2167616948149258,77.97,86.72460123663377,95.63403894014215,63.759710086793994,59.82750794371312,62.06832624166794,35.7935903870025,19.963309168815613,12.09808349609375,60.28
16,0.7,24.919333457946777,8.28753184329909e-05,resnet18,1.6927935367538816,77.83,86.71578485684452,95.61334795179248,63.69768161156419,60.7126747857465,62.54584604578346,35.92146807635467,19.851674139499664,12.145708799362183,60.85
17,0.7,25.866239547729492,0.00022503992761379343,resnet18,0.8792310725240147,77.89,86.86627611949007,95.68456173862828,64.57335544216227,59.520578923563995,61.820622026484465,35.34639877818526,19.93287205696106,12.099339962005615,59.7
18,0.7,31.94071936607361,0.00016324822733722886,resnet18,0.8178309455513955,77.91,86.77689530333517,95.66375332792303,64.00594679501985,60.11770031688547,61.95565201623417,35.531377615106535,20.389607548713684,12.192902565002441,60.25
19,0.7,31.501506805419922,0.00010976078497808475,resnet18,0.8181591756641865,77.96,86.81998667938046,95.69147718069779,64.01079513751692,59.02903811252269,61.62418319492325,35.32455632239418,20.55073380470276,12.211742401123047,59.35
20,0.7,32.02203893661499,6.589463888188655e-05,resnet18,0.8125500462949277,77.89,86.82481045907846,95.6821288368911,64.3122542972691,60.651289009497965,61.850938279013,35.3767150307138,20.494456589221954,12.220274209976196,60.79
1,0.3,37.10567378997803,0.0009801263256617632,resnet18,0.9004993461072446,76.44,85.62851319187726,94.91544380945734,62.49453514427983,63.115449915110354,71.38738236214624,41.15419488343124,15.759386122226715,12.246975898742676,63.24
2,0.3,19.88997483253479,0.0009540803491402223,resnet18,1.073961925695813,77.39,86.58406255981082,95.50002375521642,64.66329953081471,59.88500663423264,64.43979942063679,36.700130393596275,16.570502519607544,11.777918338775635,60.11
3,0.3,20.634596824645996,0.0009061430238499538,resnet18,1.0444055192590112,77.53,86.48031274455053,95.44833838844518,63.73196116232127,59.101023587004896,64.53920251477383,37.15710559494938,17.887285351753235,11.825472116470337,59.37
4,0.3,19.754658937454224,0.0008430028154259809,resnet18,1.0229273147907736,77.84,86.69633175615259,95.57487541004302,64.84394243758025,58.438628158844764,62.80258272870359,36.20326265779361,18.192891776561737,11.71432375907898,58.8
5,0.3,18.465251445770264,0.0007757680049020238,resnet18,1.0404173609040943,77.75,86.50448643375844,95.5174949201617,63.13363976051696,61.07865168539326,63.509901629923576,36.684597787025055,18.4616357088089,11.812374591827393,61.57
6,0.3,17.303759574890137,0.0006963352697829951,resnet18,1.3494598053503728,77.8,86.8715463535515,95.64342225037062,64.51385921829149,59.009009009009006,62.33460001975618,35.63497125707012,18.12131404876709,11.700609922409058,59.28
7,0.3,17.28350520133972,0.0006186947775561581,resnet18,4.446472485860189,77.75,86.75715452147838,95.59283044879345,63.90724749632133,59.235955056179776,62.867445920622266,36.042142077723746,17.24463850259781,11.607285737991333,59.69
8,0.3,16.023571252822876,0.0005005,resnet18,2.2075284868478775,77.84,86.70252909328029,95.59638906590264,64.19504744660732,59.47653429602888,62.64788861015226,36.04856853924228,17.771640419960022,11.649397611618042,59.7
9,0.3,15.141125202178955,0.0004670156259945264,resnet18,0.9160792168818022,77.92,86.74492593202243,95.66270627416056,63.676705090293986,60.05434782608695,61.95193801818319,35.55261878683327,18.49972903728485,11.75221562385559,60.33
10,0.3,16.80194640159607,0.00038028340470349845,resnet18,1.1075624324130722,77.79,86.88377817209415,95.65750319838347,64.96095905324889,60.28815848716794,62.24565341384268,35.52091534866565,18.9023494720459,11.842044591903687,60.69
11,0.3,16.22149658203125,0.00030113450356014974,resnet18,1.1171442497659614,77.96,86.78072262847809,95.67762067306094,64.01274407169247,60.39019963702359,61.74161097617111,35.44198410364204,19.440969824790955,11.9099760055542,60.71
12,0.3,15.087312936782837,0.00023194380645554614,resnet18,1.7190875951200724,78.1,86.57643578365168,95.64638193834881,63.540135824734264,61.050228310502284,61.721473997427914,35.7691548576822,20.083749294281006,11.980831623077393,61.32
13,0.3,16.569875717163086,0.00016936585412291374,resnet18,0.9927874414669484,78.07,86.82843702358618,95.72580818425259,64.11981093100549,59.37072503419972,61.10960449044629,35.08307368614106,19.403913617134094,11.873855590820312,59.69
14,0.3,15.731374025344849,0.00011083162648229643,resnet18,5.070085552003649,77.73,86.85492439807096,95.62902898193674,64.40658926950964,59.31746744499327,62.61266320107009,35.73699930550717,18.293440341949463,11.817502975463867,59.72
15,0.3,16.621302366256714,5.6603276706774166e-05,resnet18,1.0338089206279855,77.96,86.70770889534305,95.66361361138014,63.536724666493086,60.93466424682396,61.868376313610796,35.56874944108172,19.753563404083252,11.972967386245728,61.12
16,0.3,15.903764247894287,3.118734839331062e-05,resnet18,1.2591285767654579,78.05,86.7027181629672,95.64337843918969,64.01482316658343,60.77448747152619,61.81699382473324,35.740924535033805,19.602197408676147,11.920104026794434,61.5
17,0.3,15.720706462860107,0.0005802241903423631,resnet18,0.8351759729640824,78.18,86.69151765919396,95.69032418000639,64.02112641572396,61.09074243813015,61.171004827632984,35.416020199915295,19.985119998455048,11.971150636672974,61.46
18,0.3,30.944026708602905,0.0005021053430475686,resnet18,0.822873429954052,77.94,86.78091115954784,95.6693610022275,64.17343015287067,59.79147778785131,61.84606133374485,35.49661394257034,20.008955895900726,12.034577131271362,60.29
19,0.3,35.34917640686035,0.000423946966879115,resnet18,0.8201055489480495,77.94,86.97719390813911,95.73305825832585,64.8430991855484,59.972801450589294,61.3076420537545,34.95819466257999,20.132754743099213,12.067283391952515,60.2
20,0.3,33.1207320690155,0.000347673580451048,resnet18,0.8151922442018986,77.91,86.88519079745123,95.70796294058535,64.44041438247311,60.66093254866456,61.59346819381435,35.16919379268672,20.158807933330536,12.08846926689148,60.98
1,0.5,44.13321781158447,0.0009868428939364422,resnet18,0.9002341702580452,76.44,85.67215184362892,94.92620483220495,62.903242478167144,63.455008488964346,71.29144893813128,41.05826145941628,15.732336044311523,12.239488363265991,63.75
2,0.5,22.80639958381653,0.0009630389482326792,resnet18,0.9815892775853474,77.43,86.33289827832546,95.38395673445996,63.087559072096575,61.71909614532566,65.32150622211005,37.6842588854283,16.870979964733124,11.785255670547485,61.94
3,0.5,22.279175996780396,0.0009240111579880032,resnet18,1.1726979047060013,77.64,86.62690469014828,95.52634435502519,64.579288220532,59.83899821109123,63.65227642516101,36.54935528156665,17.73332506418228,11.767359972000122,60.15
4,0.5,23.702128410339355,0.0008727285062935803,resnet18,1.0205356430525732,77.84,86.59804975771831,95.54711126743962,64.15726013475525,59.29602888086642,63.04925284749824,36.449932776588255,18.986527621746063,11.889396905899048,59.79
5,0.5,22.38276195526123,0.0008146854669799246,resnet18,1.0541034908521743,77.97,86.54678862891213,95.5925142902543,63.12011689687667,60.82614616432138,62.43375947275012,36.159023618084674,19.012653827667236,11.847584247589111,60.96
6,0.5,22.58384132385254,0.0007482778686100296,resnet18,1.0060692185705358,78.05,86.58183601131803,95.64667198968944,63.322475744628704,61.00227790432802,61.829486283482865,35.753416993783425,19.104118645191193,11.84152603149414,61.23
7,0.5,20.704081296920776,0.0006751369160868748,resnet18,0.9599295789780824,77.98,86.68825689253096,95.64948373968846,63.85659489218497,60.39963669391463,61.9292419047079,35.67938424246041,19.197119772434235,11.877927780151367,60.54
8,0.5,21.82741641998291,0.0005997791601718369,resnet18,1.0588357155285184,77.93,86.72592908801138,95.64191097209796,63.82333700308147,61.21431807884006,62.09926419272198,35.72488729747416,19.622263312339783,11.96243405342102,61.89
9,0.5,21.17502450942993,0.0005219768218447259,resnet18,1.2124836237534233,77.86,86.86717015299273,95.66302988894448,64.8778845866877,60.16260162601627,62.05255032640105,35.50330751358271,19.16949450969696,11.925127506256104,60.3
10,0.5,21.461686372756958,0.00044031579870988793,resnet18,1.0212368414453838,77.96,86.70559335654471,95.65244283405451,63.793977111489994,60.16333938294011,61.951960793018195,35.65233392048913,20.129181444644928,12.076101303100586,60.3
11,0.5,22.26608371734619,0.0003634870188895074,resnet18,1.0756647901806407,77.85,86.96429581109705,95.6973555635078,64.57709708901032,59.45823927765237,61.79070099185842,35.216425972601876,19.65387761592865,12.009652853012085,59.86
12,0.5,21.49708604812622,0.0002972406137929195,resnet18,0.9526109192106459,77.96,86.69804201791789,95.61772496336593,64.02638093171565,60.843920145190566,62.21770159109872,35.91807471856965,19.71292644739151,12.016112804412842,61.03
13,0.5,21.37208127975464,0.00022124073692253074,resnet18,1.0098855483288667,77.95,86.78858038832382,95.67650594791395,63.92259546606628,60.58956916099773,61.77451214340567,35.44998142592212,20.249082148075104,12.118242979049683,60.73
14,0.5,20.219417572021484,0.00015989262628971664,resnet18,1.0459121911212652,77.96,86.55085929868639,95.56479595807745,63.70113618666768,60.75317604355717,62.65708576757158,36.357458895042505,20.555920898914337,12.203776836395264,60.98
15,0.5,22.65112566947937,0.00010693139960871414,resnet18,1.07118046392094,77.91,86.75998974801107,95.657626823923,63.947613841345316,61.29470348574016,62.01485959105024,35.59058518992261,20.087270438671112,12.082569599151611,61.39
16,0.5,22.870579719543457,6.366113804864324e-05,resnet18,1.0673234208866402,78.04,86.68768888310044,95.64663879221085,63.83262939249595,60.063752276867035,61.81760362060991,35.716745870584305,20.182785391807556,12.097876071929932,60.29
17,0.5,19.87662363052368,0.00039063679425908567,resnet18,0.8170150556347586,78.13,86.52600618562697,95.63440217500612,62.92695274147091,61.865569272976686,61.76287941560243,35.88465670353765,20.357097685337067,12.118536233901978,62.19
18,0.5,34.14184498786926,0.00031576384805003844,resnet18,0.8172269061207772,77.87,86.800822811096,95.65752916788523,64.25613004931859,60.73203795752372,62.08958264177321,35.5653591918277,20.35737782716751,12.176690101623535,61.05
19,0.5,29.74829602241516,0.0002454397190061371,resnet18,0.8174288928508759,78.02,86.71121576115314,95.66923527278442,63.42883423126962,60.96451319381255,61.691740330923025,35.541267216778046,20.619451999664307,12.199832201004028,61.15
20,0.5,29.6541907787323,0.00018139602057684547,resnet18,0.8132323287427425,77.89,86.72678171253467,95.65213456125366,63.91557308941462,62.14382632293079,62.110945607560005,35.636722359260794,20.491622388362885,12.208325862884521,62.6
1,0.7,41.40020298957825,0.0009906540972145876,resnet18,0.89961266964674,76.43,85.69816977397883,94.92963490171374,62.988931248656144,62.91896478574459,71.28043433850283,41.02037391176298,15.701799094676971,12.237242460250854,63.09
2,0.7,27.626238584518433,0.0009691911985317049,resnet18,1.0357819946985396,77.62,86.26344425846779,95.42984767252575,62.98702212549887,61.52815013404825,64.54381068805904,37.390246296797436,16.227740049362183,11.667637825012207,61.75
3,0.7,26.812801599502563,0.0009352013860289382,resnet18,1.0267127913347682,77.82,86.25426958097796,95.46086442269659,63.033753190097656,62.39855725879171,63.85642152557013,37.206972809106496,18.779945373535156,11.952608823776245,62.76
4,0.7,28.546810626983643,0.0008900082893937463,resnet18,0.9749727227540415,77.87,86.79201684293012,95.66019235061714,64.51719509765171,60.64166290103932,62.07398364147436,35.549760191528854,18.692025542259216,11.841118335723877,60.69
5,0.7,28.200382709503174,0.0008362951753569187,resnet18,0.9788303983171913,77.71,86.67326364791992,95.59096410062214,63.61442760615723,60.87931807985644,63.00385011865127,36.077774710240774,18.854185938835144,11.911962032318115,61.37
6,0.7,27.468202590942383,0.0007743136696625103,resnet18,1.0249530170239558,78.02,86.41627960353601,95.56251403490334,62.74913556452822,62.23839854413102,62.583821562008524,36.433348447863544,19.407306611537933,11.956925392150879,62.78
7,0.7,26.717119455337524,0.0007055899626855416,resnet18,0.9918172318265185,77.84,86.67149023174446,95.59719558073137,63.768282362105126,61.191335740072205,62.66167283746943,36.06235276655945,19.51160430908203,12.000082731246948,61.64
8,0.7,26.095046281814575,0.0006318162601726918,resnet18,4.847485848835536,77.73,86.80663570621503,95.6097628218171,64.72089074460617,59.856308935788064,62.77110016857855,35.895436273015626,18.110699951648712,11.856783628463745,59.95
9,0.7,25.990180730819702,0.0005524594316783304,resnet18,1.089526592330499,77.93,86.6513614538299,95.61738166370526,64.23155557956626,60.44404168554599,62.297644745061554,35.923267849813726,19.978010654449463,12.085906267166138,60.76
10,0.7,28.4222412109375,0.00047671751098364134,resnet18,0.9949937177254868,78.02,86.6256558186359,95.61707790797259,64.15857575069339,60.19108280254777,62.10390501823362,35.95343190408864,20.012807846069336,12.075488567352295,60.37
11,0.7,33.12720489501953,0.0003989599168167518,resnet18,0.9747697448371944,78.13,86.47553515879967,95.61861670920358,63.08928504283535,61.72839506172839,61.89192384371641,36.013701131651636,20.64424157142639,12.17374563217163,62.28
12,0.7,26.85016131401062,0.0003237025764900495,resnet18,0.9794459119945966,77.86,86.6396000418605,95.6145894861155,63.72154734905994,60.93044263775971,62.48547849152136,35.93623567870302,20.086611807346344,12.15334415435791,61.16
13,0.7,26.59941530227661,0.00025279857548717033,resnet18,1.9222743255751473,77.94,86.60070710179693,95.58572990632713,63.88548674097411,59.836808703535816,62.531126726833726,36.18167933565922,19.389425218105316,12.042230367660522,60.11
14,0.7,27.54811978340149,0.00018799380562969342,resnet18,1.32340468359845,77.89,86.72876470133605,95.63618582135318,63.96108994591423,60.19900497512438,62.231732798490256,35.75750955019105,20.26386857032776,12.197095155715942,60.47
15,0.7,26.697558641433716,0.00013088397542621057,resnet18,1.0036215224573688,78.1,86.55721502113553,95.61922321058304,63.62000345778704,60.18264840182649,61.93073771347451,35.97841857372879,20.691825449466705,12.217833995819092,60.41
16,0.7,27.366915464401245,8.28753184329909e-05,resnet18,0.9818696576344893,77.89,86.92299017987943,95.69168913255223,64.84046839313991,59.11352329262777,61.750901707226475,35.27667845892727,20.574915409088135,12.22105860710144,59.29
17,0.7,27.09073805809021,0.00022503992761379343,resnet18,0.8184477495915681,77.99,86.71121526257254,95.65457227783882,64.06794559083872,60.24534302589733,61.87014027981805,35.645147986187546,20.253874361515045,12.151708602905273,60.47
18,0.7,32.93995714187622,0.00016324822733722886,resnet18,0.8190352380275727,77.93,86.68558407330687,95.64124513374628,64.00011374017092,60.80652469415496,62.11283066666063,35.73845377141281,20.481541752815247,12.214330434799194,60.99
19,0.7,32.242249965667725,0.00010976078497808475,resnet18,0.8171047315001488,77.88,86.9808718332372,95.70897050146681,65.17936913454996,59.0867992766727,61.62516924495197,35.125952315963175,20.559518039226532,12.236806154251099,59.18
20,0.7,31.931638956069946,6.589463888188655e-05,resnet18,0.8130253560841084,77.95,86.74549794260231,95.66671534766037,64.09728338351644,60.63492063492063,61.85661109814123,35.532080380657675,20.63181847333908,12.241473197937012,60.77
