epoch,rate/ratio,train_time,learning_rate,model,loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
9,0.5,8.145217418670654,0.0005786390152875953,wrn,0.5094661712646484,75.97,86.29431115103313,95.36998694341716,63.27458240300374,65.50145651269247,69.0126510528901,37.50226351419865,10.440540313720703,10.035573244094849,65.67
10,0.5,7.757298469543457,0.0005005,wrn,0.32358086109161377,75.6,86.7338965868679,95.4132571041081,64.52894603398525,64.75409836065575,69.49664691514393,36.9603574339126,10.839785635471344,10.101169347763062,65.12
11,0.5,7.671717882156372,0.0004223609847124046,wrn,0.2576025128364563,75.88,86.41798311639832,95.38346875115025,63.830908600598214,63.22553897180762,69.0943622798552,37.33609293092087,10.51490381360054,10.040775537490845,63.64
12,0.5,7.754425287246704,0.0003461460113097138,wrn,0.43294382095336914,75.89,86.32860469149202,95.34588945434982,63.61643986024138,65.40854417254252,69.38280436012884,37.65213012622449,10.467901080846786,10.070310831069946,65.74
13,0.5,7.7859086990356445,0.00027373174538009644,wrn,0.29767975211143494,76.11,86.13531867333741,95.33186771485319,63.08924356790983,64.33654248639598,68.98965117278843,37.86273876754938,10.420630872249603,10.101895332336426,64.5
14,0.5,7.853091478347778,0.00020690126647990973,wrn,0.3221932351589203,75.78,86.65458096244966,95.44568330206748,64.28570087230005,63.74896779521057,68.81342104493349,36.778475430262496,10.665646195411682,10.031806230545044,63.96
15,0.5,7.680700302124023,0.00014730016279731955,wrn,0.22994926571846008,75.98,86.47354556032647,95.42023481064017,63.78909713931673,64.65445462114904,68.55866923042356,37.07575827652285,10.422796756029129,10.000650882720947,64.74
16,0.5,7.9126482009887695,9.63960113097138e-05,wrn,0.40383395552635193,75.67,86.63857293260355,95.38770628978438,64.40238519312473,63.584052609946575,69.52226208333117,37.18144835996415,10.712311416864395,10.11032223701477,64.12
17,0.5,7.610202789306641,5.54422411679103e-05,wrn,0.30942201614379883,76.03,86.29854627241042,95.37475515928189,62.721903440080396,66.08260325406758,68.82568864912082,37.47996323343218,10.30375361442566,10.018237829208374,66.37
18,0.5,7.6371424198150635,2.544727011057081e-05,wrn,0.2568163275718689,75.88,86.41188550744782,95.37221518697052,63.906083403327486,65.29850746268657,69.18392306353685,37.42565371460252,10.46445518732071,10.050811767578125,65.75
19,0.5,7.622042655944824,7.14967387272874e-06,wrn,0.2801492512226105,75.94,86.57633689895181,95.43630407513342,64.31692737726492,63.923524522028266,68.50206321769633,36.90916693915636,10.477598011493683,10.009129047393799,64.3
20,0.5,8.056888103485107,1e-06,wrn,0.22357913851737976,76.08,86.26742576903736,95.36569116052151,63.225408133542494,64.5066889632107,68.77483312492183,37.565964429849494,10.40700450539589,10.065914392471313,64.8
1,0.7,15.616451263427734,0.0009938503261272714,wrn,0.4657624661922455,75.73,86.65985098427495,95.40667839552262,64.60694100883974,64.35929130613927,69.21962529559728,37.04584680326256,10.230549424886703,9.913911819458008,64.94
2,0.7,9.23591947555542,0.0009755527298894293,wrn,0.5621832013130188,75.34,86.55757053560491,95.28275358308045,64.386451424882,65.61232765612328,71.1810336915842,37.91301202939375,10.545001178979874,10.043003559112549,65.94
3,0.7,9.536813020706177,0.0009455577588320897,wrn,0.5139949917793274,75.58,86.06820874616588,95.2085266890795,63.64828749977733,65.97051597051598,71.26849689853066,38.6762381793791,10.225345939397812,10.007439851760864,66.22
4,0.7,9.371692657470703,0.0009046039886902862,wrn,0.5653613209724426,75.51,86.2301045959478,95.23907616857625,63.70269088508432,64.72029399755002,71.1715720869111,38.38300416616001,10.184396803379059,10.033090114593506,64.84
5,0.7,4.9097113609313965,0.0008536998372026805,wrn,0.5462756752967834,75.51,86.46675317788677,95.28442636109367,64.83072220862218,63.82196815026542,70.74298296520607,37.95441504445499,10.54617315530777,10.073380470275879,64.07
6,0.7,5.2301435470581055,0.0007940987335200903,wrn,0.6596824526786804,75.32,86.60714285714286,95.30662230017182,65.40555890689402,63.087520259319284,71.02202583365083,37.69734582604289,10.609260201454163,10.087976455688477,63.29
7,0.7,5.023811101913452,0.0007272682546199036,wrn,0.3447589874267578,75.51,86.41709223340898,95.25818204456658,64.47515221298524,64.84279297672519,70.95205076203519,38.16348284128411,10.476399958133698,10.127142667770386,65.21
8,0.7,4.928945302963257,0.0006548539886902863,wrn,0.35228756070137024,75.32,86.42972318647352,95.21894691433901,64.24708424135686,64.87034035656401,71.72990540897405,38.40522540136611,10.765355825424194,10.17297625541687,64.99
9,0.7,5.050615310668945,0.0005786390152875953,wrn,0.4930760860443115,75.42,86.62517026970636,95.305917940218,65.8093163958432,63.58828315703824,70.75948447126213,37.71756540513546,10.598242282867432,10.10600209236145,63.83
10,0.7,4.712529420852661,0.0005005,wrn,0.41345086693763733,75.13,86.80811456095053,95.32317401513566,65.6233109630867,63.24889425010052,71.3339561240685,37.468371140824225,10.882794857025146,10.183335542678833,63.57
11,0.7,4.7817182540893555,0.0004223609847124046,wrn,0.47573307156562805,75.21,86.63135448792325,95.2930859606279,64.75590861017515,64.17910447761194,71.41241644966127,37.775165880810505,10.92381626367569,10.179039239883423,64.26
12,0.7,4.765224456787109,0.0003461460113097138,wrn,0.6261069178581238,75.18,86.62283578771678,95.26135951528957,65.3101578829295,64.10153102336825,71.72302364417361,38.00024743935186,10.946480929851532,10.233075618743896,64.22
13,0.7,5.293920040130615,0.00027373174538009644,wrn,0.4179435074329376,75.46,86.31892823175694,95.23994967971532,63.86798231809879,65.56642216788916,71.2650038787772,38.33581783640135,10.509143769741058,10.13520359992981,65.93
14,0.7,4.756629228591919,0.00020690126647990973,wrn,0.8381001353263855,75.43,86.38371855924554,95.24288037632549,64.20994154015052,65.64916564916565,71.30132955732623,38.28761363136708,10.667158663272858,10.17823576927185,66.14
15,0.7,4.732352018356323,0.00014730016279731955,wrn,0.32972148060798645,75.16,86.63924100941074,95.26882593931818,65.06089134609147,64.17069243156199,71.71412963611373,37.93426983654231,10.744929313659668,10.188311338424683,64.29
16,0.7,4.94318151473999,9.63960113097138e-05,wrn,0.3987548053264618,75.17,86.82169523010563,95.33889478812134,65.57652802955838,63.552154651631085,71.10901586740064,37.357704516793824,11.03830337524414,10.199017524719238,63.79
17,0.7,4.791729688644409,5.54422411679103e-05,wrn,0.7005870938301086,75.26,86.53433927031938,95.25078648955814,64.72636780529952,65.2789005658852,71.62204558016529,38.127071839404714,10.83773523569107,10.193624496459961,65.56
18,0.7,5.282820224761963,2.544727011057081e-05,wrn,0.5628653764724731,75.3,86.60267701125323,95.29060178179728,64.45541150264671,64.12955465587045,71.20544133010445,37.8240498703338,10.765145719051361,10.157911777496338,64.33
19,0.7,6.239460229873657,7.14967387272874e-06,wrn,0.6573516726493835,75.2,86.74332425360329,95.31683721550456,65.39784838760771,64.1532258064516,71.21999364956514,37.55424783385268,10.98545491695404,10.193485021591187,64.44
20,0.7,4.903163194656372,1e-06,wrn,0.531718909740448,75.29,86.62196178822164,95.29951263067362,64.70069102970986,64.62970457304735,71.16017567974988,37.75040857446083,10.770677030086517,10.112794637680054,64.83
