method_name,in_data,ood_dataset,FPR95,AUROC,AUPR
cifar100_resnet18_oe_svhn_rate_0,cifar100,LSUN_crop_mean,45.34	+/- 1.23,84.68	+/- 0.21,47.28	+/- 0.65
cifar100_resnet18_oe_svhn_rate_0,cifar100,LSUN_resize_mean,47.58	+/- 0.71,81.79	+/- 0.38,37.66	+/- 0.66
cifar100_resnet18_oe_svhn_rate_0,cifar100,CIFAR-100_mean,59.13	+/- 0.77,78.79	+/- 0.27,36.75	+/- 0.49
cifar100_resnet18_oe_svhn_rate_0,cifar100,mean,37.61022222222222,83.66973,49.382357013474
cifar100_wrn_baseline_rate_0,cifar100,Error Detection,43.536071616640335,86.79757670864514,64.93498108646587
cifar100_wrn_baseline_rate_0,cifar100,Gaussian Noise (sigma = 0.5)_mean,53.90	+/- 0.27,64.94	+/- 0.20,19.82	+/- 0.09
cifar100_wrn_baseline_rate_0,cifar100,Rademacher Noise_mean,39.08	+/- 0.28,79.38	+/- 0.18,30.17	+/- 0.24
cifar100_wrn_baseline_rate_0,cifar100,Blob_mean,57.37	+/- 0.81,75.39	+/- 0.27,29.80	+/- 0.25
cifar100_wrn_baseline_rate_0,cifar100,Textures_mean,72.42	+/- 1.80,73.48	+/- 0.50,33.08	+/- 0.55
cifar100_wrn_baseline_rate_0,cifar100,SVHN_mean,68.96	+/- 0.95,71.45	+/- 0.57,30.60	+/- 0.72
cifar100_wrn_baseline_rate_0,cifar100,Places365_mean,69.45	+/- 0.91,71.15	+/- 0.49,30.41	+/- 0.48
cifar100_wrn_baseline_rate_0,cifar100,LSUN_crop_mean,46.78	+/- 0.93,85.71	+/- 0.24,56.68	+/- 0.52
cifar100_wrn_baseline_rate_0,cifar100,LSUN_resize_mean,63.16	+/- 0.66,75.56	+/- 0.37,34.00	+/- 0.41
cifar100_wrn_baseline_rate_0,cifar100,CIFAR-100_mean,65.27	+/- 0.98,75.15	+/- 0.24,33.92	+/- 0.38
cifar100_wrn_baseline_rate_0,cifar100,mean,59.59922222222222,74.68998494444445,33.1642209268419
cifar100_wrn_baseline_rate_0,cifar100,Error Detection,40.44444444444444,87.20971214017523,64.32787201342258
cifar100_wrn_baseline_rate_0,cifar100,Gaussian Noise (sigma = 0.5)_mean,21.54	+/- 0.25,89.19	+/- 0.09,44.77	+/- 0.23
cifar100_wrn_baseline_rate_0,cifar100,Rademacher Noise_mean,38.36	+/- 0.49,81.57	+/- 0.27,34.80	+/- 0.49
cifar100_wrn_baseline_rate_0,cifar100,Blob_mean,43.09	+/- 0.86,82.49	+/- 0.29,39.25	+/- 0.47
cifar100_wrn_baseline_rate_0,cifar100,Textures_mean,69.46	+/- 1.55,72.99	+/- 0.26,30.92	+/- 0.34
cifar100_wrn_baseline_rate_0,cifar100,SVHN_mean,57.65	+/- 0.73,78.64	+/- 0.31,38.05	+/- 0.60
cifar100_wrn_baseline_rate_0,cifar100,Places365_mean,58.40	+/- 1.20,78.65	+/- 0.45,37.95	+/- 0.85
cifar100_wrn_baseline_rate_0,cifar100,LSUN_crop_mean,41.28	+/- 0.72,87.74	+/- 0.27,60.15	+/- 0.60
cifar100_wrn_baseline_rate_0,cifar100,LSUN_resize_mean,91.53	+/- 0.66,59.51	+/- 0.39,22.49	+/- 0.33
cifar100_wrn_baseline_rate_0,cifar100,TinyImageNet_crop_mean,44.70	+/- 1.06,85.91	+/- 0.18,55.83	+/- 0.51
cifar100_wrn_baseline_rate_0,cifar100,TinyImageNet_resize_mean,89.45	+/- 1.05,62.86	+/- 0.64,25.04	+/- 0.46
cifar100_wrn_baseline_rate_0,cifar100,CIFAR-100_mean,64.07	+/- 1.41,75.82	+/- 0.44,34.23	+/- 0.52
cifar100_wrn_baseline_rate_0,cifar100,mean,64.64,75.19,38.63
cifar100_wrn_baseline_rate_0,cifar100,Error Detection,43.54,86.80,64.93
cifar100_wrn_baseline_rate_0,cifar100,Gaussian Noise (sigma = 0.5)_mean,54.15	+/- 0.33,64.74	+/- 0.16,19.72	+/- 0.07
cifar100_wrn_baseline_rate_0,cifar100,Rademacher Noise_mean,38.89	+/- 0.57,79.32	+/- 0.22,30.06	+/- 0.22
cifar100_wrn_baseline_rate_0,cifar100,Blob_mean,57.97	+/- 1.08,75.49	+/- 0.40,30.06	+/- 0.46
cifar100_wrn_baseline_rate_0,cifar100,Textures_mean,72.07	+/- 1.41,73.54	+/- 0.35,33.06	+/- 0.56
cifar100_wrn_baseline_rate_0,cifar100,SVHN_mean,69.38	+/- 0.84,71.56	+/- 0.55,30.72	+/- 0.82
cifar100_wrn_baseline_rate_0,cifar100,Places365_mean,68.97	+/- 1.07,71.43	+/- 0.44,30.64	+/- 0.45
cifar100_wrn_baseline_rate_0,cifar100,LSUN_crop_mean,47.27	+/- 1.35,85.55	+/- 0.37,56.56	+/- 0.73
cifar100_wrn_baseline_rate_0,cifar100,LSUN_resize_mean,63.43	+/- 1.68,75.41	+/- 0.27,33.94	+/- 0.51
cifar100_wrn_baseline_rate_0,cifar100,TinyImageNet_crop_mean,43.82	+/- 0.94,86.30	+/- 0.35,57.20	+/- 0.68
cifar100_wrn_baseline_rate_0,cifar100,TinyImageNet_resize_mean,65.27	+/- 1.29,75.02	+/- 0.28,34.30	+/- 0.40
cifar100_wrn_baseline_rate_0,cifar100,CIFAR-100_mean,65.12	+/- 0.90,75.25	+/- 0.49,33.88	+/- 0.73
cifar100_wrn_baseline_rate_0,cifar100,mean,58.76,75.78,35.47
cifar100_wrn_baseline_rate_0,cifar100,mean,61.46,76.98,39.49
