epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr,num_cut
1,0.8,150.2706696987152,6.695441246032715,res18,5.091882648980222,2.635,5.532514019012451,0.75,63.27778337531487,1.5700615140597742,99.46104377060139,95.71788413098237,987.9124902123157,32.10888215061447,2.435198612511158,55.325140953063965,0.0,0
2,0.8,148.5537302494049,5.682872533798218,res18,4.843005237067142,5.362,5.477892762756348,1.0699999999999998,63.92077471940417,2.8422973095678596,99.33186281815578,84.08976043667239,982.4383326070089,41.68970605841182,2.0294472575187683,54.77892875671387,0.0,0
3,0.8,76.90054774284363,6.890592336654663,res18,9.519186494338452,7.033705216844751,5.529501351928711,0.9400000000000001,61.264395960324926,1.2189651505324381,99.36235115195183,91.2578235412881,988.3098792979791,41.580107841217014,2.875850908458233,55.29500961303711,0.0,49088
4,0.8,67.28171825408936,6.549839735031128,res18,10.040393731400773,8.16369670450462,5.404605520629882,1.02,53.45266819599127,1.461599964013171,99.1260220747666,86.95696100222267,987.3416855506496,44.31243464930701,6.075728312134743,54.046053886413574,0.0,101781
5,0.8,59.59405994415283,5.692048072814941,res18,10.140921234088356,9.532832407709899,5.4953809806823735,0.8,58.314390120967744,1.1646817138385996,99.38121746537688,89.85887096774194,989.4569006718175,36.0834105702359,4.98339869081974,54.95380878448486,93.0,155866
6,0.8,72.2538058757782,7.130247116088867,res18,10.126610065513933,10.475330794126066,5.274792614746094,2.1999999999999997,60.49679308421639,3.6240911778133897,98.5453763975197,86.77914110429448,969.7433389779599,75.71102114168393,2.4832066148519516,52.74792671203613,89.14,210445
7,0.8,68.55930876731873,6.702960968017578,res18,9.99116466554363,11.933305470623171,5.474591680145264,1.2,60.811909581646425,1.920269106420498,99.13999873357197,88.35020242914979,983.3230960403204,48.3972795906501,4.219184443354607,54.74592208862305,0.0,264984
8,0.8,65.45058727264404,6.689669370651245,res18,9.866495787087134,12.770988486442288,5.443988156127929,1.39,50.45513938712127,1.484268856081344,98.70786412331944,90.42693438799311,985.3899705213622,58.72451402131462,4.931418225169182,54.439873695373535,90.44,319733
9,0.8,62.224727630615234,6.758998394012451,res18,9.754479444530649,13.645374449339206,5.288139596557617,1.83,58.18923457746711,2.39391081475823,98.65455906070132,87.33829072017927,977.5453221016351,69.06095431180104,5.3849998861551285,52.88139820098877,0.0,374333
10,0.8,67.8196029663086,5.722878694534302,res18,9.608673220621029,14.884705259909175,5.516082836151123,1.8599999999999999,55.444000341842134,2.534044340226234,98.45289233953868,91.33890360709191,976.8777723117953,69.59121509948652,7.372904568910599,55.16082286834717,0.0,428971
11,0.8,70.9135639667511,6.524397373199463,res18,9.551604567274536,15.690131506243784,5.283606430816651,2.22,65.58338354717984,5.407322921766429,98.65464363393752,88.4434444671712,961.8844830490933,68.61460142940001,5.928553640842438,52.836060523986816,89.93,483726
12,0.8,65.26891422271729,6.73373818397522,res18,9.485084886604783,16.463050922346184,5.359666716766357,2.01,53.44773225412889,2.31417161174546,98.02802009277215,96.35677109909174,977.2851929999972,75.91660582473104,9.412437677383423,53.5966682434082,96.41,538461
13,0.8,60.80148410797119,5.677506685256958,res18,9.366448867118965,17.388036606392856,5.133475867462158,2.62,63.66057892352145,4.849343873539702,98.27008821459613,87.58471965495995,959.5200086169891,81.14030036422437,3.5865630954504013,51.334757804870605,0.0,593223
14,0.8,72.4513189792633,5.724797010421753,res18,9.316494319398524,17.55595324893396,5.203319921875,2.6100000000000003,57.027576843744335,5.132346125612674,97.83369844012249,91.90882020741348,962.276334684457,83.53223576191304,6.88537210226059,52.03319549560547,0.0,647962
