epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
1,0.5,7.020136594772339,1.1439909934997559,wrn,4.443142345973423,2.62,4.731940161132813,1.26,63.59354051525411,3.976830647543145,99.14046307017988,91.02693943690501,978.7960050873311,46.509141746642115,1.4518090523779392,47.31940269470215,0.0
2,0.5,6.295905113220215,1.1430578231811523,wrn,4.259714170378082,4.5,4.870993200683594,1.7500000000000002,65.42022537259179,8.052590424906873,98.7708051599392,91.7557251908397,963.07444045572,51.371642421641496,3.4728173166513443,48.70993137359619,0.0
3,0.5,6.224640130996704,1.0923242568969727,wrn,4.090263133146325,6.908,4.642667553710938,4.02,69.21104002803237,10.455463937981326,97.78234947238654,88.01833715357365,926.6288174773548,96.02712646831269,3.005412220954895,46.42667770385742,88.11
4,0.5,5.991838455200195,1.0664591789245605,wrn,3.922232985496521,8.784,4.686886828613281,4.6,63.14695561024519,8.838108229442746,97.05706633257229,86.89727463312369,929.2416250056737,116.88086360035376,4.141407459974289,46.86886787414551,86.93
5,0.5,5.81826114654541,1.1141047477722168,wrn,3.8109815595101337,10.236,4.957171618652343,3.88,64.24231845073383,8.27182994611353,97.3133670715143,93.48730753225135,936.5059744593734,101.38017371466613,10.422074794769287,49.5717191696167,0.0
6,0.5,5.902584791183472,1.0536012649536133,wrn,3.7194847549710954,11.244,4.618228515625,6.419999999999999,69.05581310808084,12.748327365661764,96.54025093992203,85.24257319940159,894.5949073690533,135.07219015302886,11.874891817569733,46.182284355163574,85.58
7,0.5,5.878052234649658,1.004755973815918,wrn,3.637333227663624,12.584000000000001,4.518180554199219,6.45,68.99098852746323,14.528946389176284,96.43559902097468,86.37092463923037,888.7105536858872,130.0108622450238,9.668819606304169,45.18179893493652,86.85
8,0.5,6.3274548053741455,1.035782814025879,wrn,3.563061743366475,13.963999999999999,4.431765246582032,8.34,68.41932519879796,20.236545943608817,95.37972236874307,87.42090333842462,854.4317360852274,145.00625735132166,10.477814078330994,44.31765556335449,87.79
9,0.5,6.003034353256226,1.1313467025756836,wrn,3.4828983326347505,15.276,4.286268200683594,9.41,70.76415103303776,22.75563477254116,95.39016515550172,82.24969643448505,832.6464564240115,149.142135991986,8.152186870574951,42.862677574157715,82.35
10,0.5,6.327951192855835,1.056034803390503,wrn,3.391326058884056,16.592000000000002,4.516018566894531,10.15,69.19967872014385,21.145115327930945,94.36120271526778,86.32164718976071,830.338405825413,164.03959859619312,14.792829751968384,45.16018867492676,86.63
11,0.5,6.1284544467926025,1.050823450088501,wrn,3.2880079575947354,18.232,4.075844860839844,12.479999999999999,70.51944903435992,30.105145726052353,93.65220758571884,83.08957952468006,780.2040889412226,164.71823325746448,10.313746333122253,40.75844764709473,83.26
12,0.5,5.707973480224609,1.120405673980713,wrn,3.1635542329476802,20.412,4.43040419921875,11.29,68.294731122469,24.536202120900576,93.63276501709002,85.51459812873408,810.6066393145452,169.7700813181594,17.61225312948227,44.30404186248779,85.59
13,0.5,6.120043039321899,1.0886955261230469,wrn,3.05066957765696,22.312,4.0284078125,14.01,71.35698928854748,33.97873419077272,93.03006962547306,80.78846377485755,751.9647623517263,167.41713782377488,14.144814014434814,40.284080505371094,81.09
14,0.5,5.844858407974243,1.0167770385742188,wrn,2.949746783898801,24.396,4.080079614257812,16.77,68.3064316389174,29.776797623073286,90.321238672076,86.32704553646522,742.1863023293876,209.32783525204113,17.974859476089478,40.800795555114746,86.39
15,0.5,5.940845489501953,1.147066593170166,wrn,2.848864422768963,26.484,3.9444224853515624,18.65,69.9388898134859,37.76156712788698,89.8316790647766,84.2040565457898,695.0234139677789,194.71734740880564,17.746587097644806,39.44422721862793,84.33
16,0.5,5.959333181381226,1.1138668060302734,wrn,2.760770857334137,28.172000000000004,3.655296990966797,20.84,70.68551605679208,41.09563214961155,88.91656422330541,83.02172814552804,661.778633537136,197.01151349818556,12.73617297410965,36.55296802520752,83.21
17,0.5,6.256437063217163,1.0807843208312988,wrn,2.6644678857861734,30.608,3.7368612854003906,20.880000000000003,71.15688158827562,44.02782166748928,89.05021354586601,83.79676440849343,652.0591502614225,187.91896497832127,13.096100091934204,37.36861228942871,83.91
18,0.5,6.786769151687622,1.1464104652404785,wrn,2.5826438750539507,31.991999999999997,3.5368334045410155,24.48,71.32748618294423,50.3800450704736,86.73762380395375,84.03072033898306,596.7104487047211,186.02084940332404,12.974877655506134,35.368335247039795,84.04
19,0.5,6.0545690059661865,1.1104364395141602,wrn,2.492651721652673,33.744,3.6046665100097655,23.369999999999997,72.79246015466123,48.6061008619019,88.61794796475142,79.13349862977947,610.4717473207526,183.90541896985548,17.589832842350006,36.04666471481323,79.28
20,0.5,6.0672523975372314,1.0491547584533691,wrn,2.4200573222977773,35.36,3.5438255187988283,24.87,74.17709584849871,54.55075140176084,87.97363396903633,80.14108877944895,573.8254640994378,168.59348583600774,17.262884974479675,35.4382586479187,80.26
21,0.5,5.785889148712158,1.1458399295806885,wrn,2.3548495015319513,36.812,3.7232187561035155,25.019999999999996,71.7622754290566,46.29067178568316,87.0673831636831,81.94185116030943,605.0255002642463,201.87626943776772,20.106926560401917,37.232186794281006,82.12
22,0.5,5.97371506690979,1.0920343399047852,wrn,2.2903454930198435,38.403999999999996,3.435777746582031,28.449999999999996,74.26091847725299,57.30889799515202,86.20331354757629,80.041928721174,531.3109609199423,173.43372715072363,19.03070956468582,34.3577766418457,80.27
23,0.5,6.278756618499756,1.0829744338989258,wrn,2.2220355357442583,39.612,3.2770060607910154,28.849999999999998,73.05920438061995,55.150321558884954,85.37307917091788,80.92761770906536,537.80322685174,184.92609254204402,16.165411472320557,32.77006149291992,81.07
24,0.5,6.383588552474976,1.1212131977081299,wrn,2.142645320722035,41.604,3.1590888916015625,32.5,75.78804558404558,63.68821681584227,85.09988031855836,76.97777777777777,470.43731173530244,160.71459314733227,14.930182695388794,31.590890884399414,77.29
