epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr,num_cut
1,0.5,28.482738733291626,2.261432409286499,res18,5.068609365112032,2.934,5.50834333190918,0.7100000000000001,48.017686134938344,1.0685114401709248,99.2236257410345,96.09225501057507,992.4850717124473,34.713461226484775,2.9768049716949463,55.08343696594238,0.0,0
2,0.5,52.935641050338745,3.4578616619110107,res18,4.812057054256234,5.844,5.3481758590698245,1.11,72.47856613818794,5.360594379757117,99.406311203513,87.35969258772374,975.4313117409909,36.490304635359514,1.8699029460549355,53.481760025024414,0.0,0
3,0.5,88.26227903366089,4.611143112182617,res18,4.611148339708138,8.959999999999999,5.334240043640137,1.32,59.42409502401396,4.325952578493844,99.04834819772678,89.07580056749089,979.207755654151,49.53126318609647,3.4583348780870438,53.34240436553955,0.0,0
4,0.5,83.53980541229248,3.807711601257324,res18,4.440492625736519,11.884,5.223103569793701,1.91,59.80371696257152,2.626421365694421,98.65494524751499,86.4410235498012,975.1218633879702,69.8209420170246,6.407749652862549,52.23104000091553,0.0,0
5,0.5,85.43412780761719,6.186636447906494,res18,4.293219634639028,14.632000000000001,5.295037629699707,2.25,61.39262290423415,3.5518817764561152,98.39614283433255,92.2762148337596,968.2057865350248,76.07618585488929,7.325899600982666,52.950377464294434,0.0,0
6,0.5,81.93544363975525,5.164675712585449,res18,4.172252618138443,16.977999999999998,5.2941048713684085,3.04,49.120500043425395,4.6403081497988605,96.96684573317853,93.80156765676567,964.9677420809877,101.56444726631442,16.08438789844513,52.9410457611084,0.0,0
7,0.5,84.59237480163574,4.367863893508911,res18,4.065233496448878,19.208,5.24911383972168,3.5000000000000004,58.86395262768319,5.8488395683898835,97.25225857758338,92.8082901554404,950.7136587930927,103.04791140533808,14.139829576015472,52.491140365600586,0.0,0
8,0.5,85.5271475315094,5.416227579116821,res18,3.9812204035956538,20.855999999999998,5.232759931945801,3.34,60.10903394948155,5.806236011335616,97.4660400824926,93.13056072832609,951.3834079903298,98.31666724891252,11.041371524333954,52.32759475708008,0.0,0
9,0.5,77.20258235931396,3.976184368133545,res18,3.8972444296492945,22.601,5.136056929779053,4.18,65.09104491176139,9.031044459960249,97.38711105942963,90.74305990398665,931.5583133361858,106.06741700525535,9.956331551074982,51.36056900024414,90.88,0
10,0.5,82.87113213539124,3.0796151161193848,res18,3.830529065693126,23.96,5.406157046508789,4.05,54.571400999749095,7.49122198159014,96.38951917514201,93.41323606044814,945.8296939145085,116.19105276172903,21.291552484035492,54.061570167541504,0.0,0
11,0.5,94.65894818305969,4.493108034133911,res18,3.7715590055031543,25.124999999999996,5.3637507560729984,4.5600000000000005,66.98734209791031,10.098051183282195,97.29180001943544,87.64668901927914,924.4749551645285,110.88080401278633,15.16534835100174,53.63750457763672,88.44,0
12,0.5,91.11406970024109,4.0285608768463135,res18,3.7178679884547163,26.276,5.296627621459961,5.680000000000001,68.29195860062838,14.338097112533404,96.75463098058192,89.16454622561493,899.2580460093794,118.97288255426508,14.189799129962921,52.966275215148926,0.0,0
13,0.5,79.15913248062134,3.7577641010284424,res18,3.6709955369724945,27.281,5.113956037902832,5.29,62.90093787442673,10.070980529580387,96.47976157242115,89.20916481892091,919.8895975941251,128.281315226361,16.107231378555298,51.139564514160156,0.0,0
14,0.5,78.8221366405487,3.266252040863037,res18,3.626508987163339,28.288999999999998,5.3278056930541995,4.47,65.14705079936705,9.915776243294731,97.18099850656974,90.49513241913535,926.7335430798882,110.35138852799697,16.026276350021362,53.27805519104004,0.0,0
15,0.5,91.56341552734375,3.198530673980713,res18,3.590995727292717,28.828,5.138455914306641,4.82,66.74723759916785,10.426641163731523,97.14861564771613,85.7638159277159,919.3095098565647,113.67100948857778,11.18922159075737,51.38455867767334,87.48,0
16,0.5,85.59723806381226,4.008789539337158,res18,3.5474165031672134,29.799999999999997,5.18326270980835,5.19,68.84215647601867,15.104850954217252,96.95929035305777,90.23309777449636,903.9721001109582,109.41495388021227,11.816459149122238,51.83262348175049,91.48,0
17,0.5,77.50321078300476,3.7831456661224365,res18,3.5224087046235417,30.348999999999997,5.7195633575439455,4.05,64.71101847026807,10.32792147530662,97.28237703080357,91.66232412714955,931.1522556851446,101.51361453236507,18.91215145587921,57.195634841918945,0.0,0
18,0.5,83.87466645240784,2.849642038345337,res18,3.493542738582777,30.812,4.7550038215637205,8.72,69.09572019554713,18.111367837340346,95.35078980516272,84.04907975460122,855.7986447984458,155.72748746990607,14.126504957675934,47.550039291381836,84.38,0
19,0.5,93.65665864944458,3.6858479976654053,res18,3.470663390501076,31.499,5.086561083984375,6.05,60.099085587111134,9.282656954168782,95.60964135991608,89.69664715274081,916.484050742666,146.69332153635918,17.37382411956787,50.8656120300293,89.96,0
