epoch,model,loss,tesst-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
32,resnet18,0.3392794728279114,82.43,87.12674302357303,97.0555645527759,54.44446958682474,66.1923733636881,41.87055377747754,25.442407833051497,4.952428489923477,5.190463066101074,66.42
33,resnet18,0.3434881567955017,77.86,85.1064356820467,95.48185586878681,56.45579521123931,70.91237579042458,63.9942023704837,37.444959557665356,6.669875979423523,6.6210126876831055,71.18
34,resnet18,0.34698396921157837,77.32,84.8768739547322,95.28790152360689,57.19215896580695,71.03174603174604,66.79215373732603,38.872749207529644,9.819643199443817,7.163018584251404,71.25
35,resnet18,0.27929380536079407,85.29,88.1482412266575,97.72720744129433,51.69551272289852,62.74643099932019,31.493512282579466,20.10096580889726,1.6170760616660118,4.423900246620178,63.15
36,resnet18,0.33210909366607666,84.45,87.53864898463483,97.4660585186978,51.31773172098065,63.344051446945336,35.03453019365112,22.26393353275249,2.9987815767526627,4.737001955509186,63.67
37,resnet18,0.27471667528152466,84.83,87.02267849514999,97.34990445609345,52.569257788644585,61.89848384970337,35.44565396203393,23.30876072052833,3.4822985529899597,4.82344388961792,62.16
38,resnet18,0.34027615189552307,79.72,86.57225214285502,96.3492399425643,56.958053473430425,67.1104536489152,52.85965438917153,30.744787770167648,5.2962131798267365,6.012088060379028,67.55
39,resnet18,0.5366865992546082,74.69,79.54017657284773,91.99051235716995,53.729294977482475,75.26669300671671,99.51958465681993,64.38290905913772,10.34136563539505,8.134366869926453,75.42
40,resnet18,0.3269294798374176,84.02,87.05850400956444,97.26949043710627,53.37956615853936,62.64080100125157,37.380848675103906,23.87254074651173,4.32279035449028,5.073073506355286,62.89
41,resnet18,0.41414374113082886,77.01,84.45718539007858,95.00106600598525,56.415381789693676,70.59591126576773,69.8075048589747,41.08450322565654,9.458164870738983,7.524632215499878,70.68
42,resnet18,0.32720649242401123,82.13,85.30801448915626,96.26786702573882,53.764372581089034,66.20033575825406,49.01902286287683,32.00574889309577,4.308518767356873,5.357653498649597,66.31
43,resnet18,0.38987693190574646,79.96,87.41473718396125,96.66972373833124,58.38011746980679,65.61876247504989,49.689691452554044,28.115175066725353,5.322407931089401,6.235647797584534,65.97
44,resnet18,0.27566617727279663,80.89,87.15535416787559,96.80690927347061,55.42661893575161,67.45159602302459,46.78697328711476,27.23846826642715,4.771603643894196,5.796340107917786,67.82
45,resnet18,0.4788114130496979,81.59,86.79236992583378,96.7172212105835,55.27586009208141,64.63878326996198,46.16848744411506,28.07434122272448,4.049587622284889,5.65406858921051,64.8
46,resnet18,0.3385070264339447,77.52,83.86903196144539,94.74293694226705,56.40877017215102,70.46263345195729,70.68874233945135,43.28118844745743,7.313922047615051,7.0128291845321655,70.77
47,resnet18,0.2523120939731598,84.49,88.27123624669854,97.63728050781518,53.64388337409004,62.4113475177305,33.45764010355876,20.75455294409701,3.846002370119095,4.748145639896393,62.54
48,resnet18,0.29386407136917114,78.54,86.29036296379095,95.93595035345855,58.33451501906502,67.4277726001864,58.66295769354456,33.78585996628868,8.020534366369247,7.0683228969573975,67.94
49,resnet18,0.33210620284080505,76.5,80.86056459463218,93.49627374308233,51.616601005129105,75.1063829787234,83.45576334290938,53.3835388869443,10.708051919937134,7.711359262466431,75.49
50,resnet18,0.2771398425102234,87.42,89.07506258731581,98.27412041738106,49.58542647593786,58.18759936406995,23.825644469704752,15.558422076269961,2.3339465260505676,3.7927329540252686,58.66
51,resnet18,0.22277812659740448,85.3,88.26787010231993,97.79792903510992,51.750210230828465,61.63265306122449,30.874614898326143,19.49797385968678,2.622302621603012,4.598351418972015,61.7
52,resnet18,0.34059929847717285,84.54,88.00088432307433,97.57362442925893,54.38566909029282,61.96636481241915,33.92075117370253,21.301784597825424,5.030301213264465,4.83109176158905,62.29
53,resnet18,0.416353702545166,85.11,87.28777020596503,97.51636384086726,50.343272643980306,63.734049697783746,33.61834486844358,21.9374943061312,3.2771576195955276,4.502575695514679,63.94
54,resnet18,0.47819656133651733,79.19,83.70468497137554,95.05091214596236,53.93573776592737,71.31186929360884,64.71176734910722,41.37800028382063,6.466301530599594,6.730331182479858,71.7
55,resnet18,0.29840290546417236,83.88,87.0151002968911,97.23995207042384,52.83567557762707,64.0818858560794,37.867271377199266,24.11403496292662,3.068852424621582,4.832708835601807,64.21
56,resnet18,0.3752104938030243,82.64,87.39009712884935,97.064782673208,55.279343053948736,63.19124423963134,41.349775642949346,25.324720519381014,4.580744355916977,5.4193079471588135,63.54
57,resnet18,0.3716067373752594,75.5,83.31650223003109,94.11844343418849,56.622388034316,73.3061224489796,80.45194606854945,47.63528101704928,8.934257924556732,7.703739404678345,73.47
58,resnet18,0.3545428514480591,83.02,86.94939970756477,97.07866901387035,54.14035073980743,65.66548881036513,40.65379159088049,25.34458331100798,4.971345886588097,5.1279449462890625,65.84
59,resnet18,0.4868083894252777,84.31,87.64990562991792,97.42713066924216,52.92465676290242,62.651370299553854,35.54949883913843,22.54112632665028,2.8637662529945374,4.751530885696411,62.97
60,resnet18,0.3151625692844391,81.94,86.44353524484193,96.74979588722125,54.4274955417281,64.72868217054264,45.327977336758785,27.938456961317534,4.6096548438072205,5.440495014190674,65.23
61,resnet18,0.20983806252479553,83.48,87.21089985741317,97.2325357348297,53.44784037771759,65.19370460048425,38.575265939820994,24.109344974606454,4.072911292314529,4.87048476934433,65.38
62,resnet18,0.3688911497592926,85.13,87.650380197034,97.58051134258375,51.85830204194906,60.79354404841963,33.00498045946812,21.356351529694756,2.4154216051101685,4.469002783298492,61.47
63,resnet18,0.36422601342201233,82.91,88.22244385915795,97.40708072689016,54.75137165154557,62.72674078408426,37.998407872433454,22.48377302272968,5.596046894788742,5.220523476600647,63.31
64,resnet18,0.3385840952396393,81.01,87.15616994215797,96.69708416679018,56.47535457402737,63.40179041600843,47.37835173335944,28.08345302958406,5.510842055082321,5.817676782608032,63.93
65,resnet18,0.3443152904510498,83.02,87.28435170658638,97.18909877307685,52.76374096579013,63.25088339222616,39.71119419570689,24.40198591583438,3.1663425266742706,5.071666240692139,63.72
66,resnet18,0.42455750703811646,85.22,88.47142109938171,97.82047161217007,52.66797762304943,60.419485791610285,30.77410287858945,19.269889990881918,3.756457567214966,4.479565918445587,60.69
67,resnet18,0.2861778438091278,84.02,88.61967128036446,97.66435158917139,54.50031852212509,60.38798498122653,33.94370085311801,20.435392924525836,3.235108032822609,4.791623651981354,60.83
68,resnet18,0.16214056313037872,81.18,85.80689741299886,96.32182010284113,55.1792882191457,66.63124335812965,50.284384480960526,31.345719182844913,6.446629017591476,6.026574373245239,66.9
69,resnet18,0.4527493119239807,84.79,87.94657551677156,97.58496013927575,52.05984799149122,63.70808678500987,33.464552490235796,21.261756554776987,3.2141778618097305,4.583243131637573,64.3
70,resnet18,0.22247843444347382,86.13,88.86039873161668,98.01576955726462,53.26676886426371,57.89473684210527,27.760676877434864,17.663449742405835,3.3934351056814194,4.173419773578644,58.33
71,resnet18,0.5439732074737549,84.29,85.77271308572999,96.8566172272983,51.578269339995344,63.33545512412476,40.559809183910794,27.51727900675753,4.170189052820206,4.959996938705444,63.46
72,resnet18,0.24550974369049072,83.23,87.98201361817455,97.40114051373733,54.497133342716374,64.46034585569468,37.52748584043233,22.606409961734236,4.332571476697922,5.113853812217712,64.76
73,resnet18,0.42098575830459595,80.31,85.95166621672152,96.23044364062119,55.08965665410068,68.35957338750634,52.70434144497026,31.90492899848859,5.3458258509635925,5.937055349349976,68.51
74,resnet18,0.4101657271385193,81.69,85.65736420519582,96.19426286383275,55.22789946202593,63.626433642818135,50.34737444229272,32.45607913146338,4.209769889712334,5.600683689117432,64.06
75,resnet18,0.21617671847343445,83.84,88.0048143918638,97.52325326252182,52.63442537499472,62.5,35.49701047365709,21.67336547789435,3.098178468644619,4.777419865131378,62.75
76,resnet18,0.28216296434402466,83.36,88.65892361559685,97.56958395591076,55.333110729072544,62.74038461538461,35.83153669936671,21.14807711402434,1.3777917250990868,4.767276346683502,63.28
77,resnet18,0.3646129071712494,71.55,80.86797365392717,91.94173961262354,58.229107885216806,75.71177504393674,107.96945007123877,63.00001810095808,14.037209749221802,10.039763450622559,75.78
78,resnet18,0.317676305770874,82.34,86.11042150176422,96.63606816768858,53.94622951309681,65.06228765571915,45.54682582076649,28.94428970755686,5.00372014939785,5.343366265296936,65.23
79,resnet18,0.6582645177841187,82.84,87.07170575682164,97.06459334534048,53.16853706881829,66.4918414918415,41.0834606656175,25.43734007886795,5.044636502861977,5.255457758903503,66.67
80,resnet18,0.3253912925720215,84.72,88.69351426812808,97.75463647716157,55.21147691738687,61.71465968586387,32.0700615342593,19.751481767812816,2.3180002346634865,4.524398446083069,61.98
81,resnet18,0.19203385710716248,86.06,89.0450416462306,98.04548001708893,53.38526001957318,59.82783357245337,27.60096751383017,17.39893716574525,2.558567002415657,4.299161732196808,60.19
82,resnet18,0.3120477795600891,79.37,85.65757875992783,95.91054923656334,56.77896359779015,67.03829374697044,57.19216471147333,34.27632976554167,8.661693334579468,6.6157132387161255,67.28
83,resnet18,0.19136251509189606,83.91,88.11781082738402,97.54151490151384,52.45448635752906,63.70416407706651,35.21187964529591,21.511324483335656,2.9194574803113937,4.707991182804108,63.95
84,resnet18,0.2622576057910919,81.75,86.50463239914541,96.73151865623701,54.07088096996876,66.02739726027397,45.814121041198476,28.043948593469093,6.38013631105423,5.6528156995773315,66.25
85,resnet18,0.34725087881088257,78.3,86.0700337235376,95.77938008430283,59.59784297464748,65.11520737327189,60.41564107153143,34.95512355374588,7.256700098514557,7.134929895401001,65.44
86,resnet18,0.3972702920436859,80.11,85.42445941757182,96.02166071317653,55.22164061681142,70.68878833584716,54.86204360999479,33.621586664184676,6.046082451939583,6.3054609298706055,70.84
87,resnet18,0.29169633984565735,84.19,86.77618747210364,97.16592117505407,51.875415043681336,64.70588235294117,38.00934266730595,24.795312113274917,3.992932289838791,4.922824800014496,64.83
88,resnet18,0.3838444948196411,83.85,87.26341266192948,97.27767523827171,52.39473143989459,63.8390092879257,37.58048415512257,23.774459192397977,3.342590481042862,4.9343037605285645,64.21
89,resnet18,0.2354162484407425,82.28,87.89475265322069,97.1476957003756,56.51796794972388,62.1331828442438,41.25276062709702,24.533417953201027,5.461219325661659,5.637856125831604,62.3
90,resnet18,0.23015113174915314,85.2,87.97620860296918,97.71920232206497,51.72063762023157,61.41891891891892,31.71923355950658,20.183010393710358,3.557954728603363,4.441888332366943,62.03
91,resnet18,0.3828744888305664,85.43,89.11632870847312,97.95610008371268,55.246819332213605,57.927247769389155,29.252583635659075,18.081646929484133,3.853445127606392,4.427849650382996,58.27
92,resnet18,0.3254084289073944,81.89,85.02210578776031,96.23842087419293,53.19032550795748,66.75869685256764,49.75214122755866,32.26287681349756,6.377574801445007,5.837964415550232,66.98
93,resnet18,0.2646276354789734,80.25,86.99241452738673,96.62493227522718,57.191081749960695,65.82278481012658,49.53026069576619,28.599058438083997,5.875863507390022,5.923293232917786,66.03
94,resnet18,0.4553300440311432,81.85,86.5314431593101,96.64558394638823,54.792867505138645,64.95867768595042,46.304284411292926,28.735004968213413,4.853470250964165,5.682939291000366,65.18
95,resnet18,0.2570419907569885,86.01,88.53695220870887,97.94499088456352,51.133867983523686,62.401715511079345,28.581655218893307,18.304416865880555,3.1961239874362946,4.331835508346558,62.54
96,resnet18,0.3734588027000427,82.06,86.41790369555842,96.75711997263983,52.9464797458281,66.5551839464883,45.056921657238306,27.905542515344813,5.465301126241684,5.6708455085754395,66.89
97,resnet18,0.2496981918811798,81.07,82.52696648256666,95.02653646561659,50.84327720560713,69.3608029582673,61.45020846729902,42.28144617285621,7.9070404171943665,6.432027220726013,69.68
98,resnet18,0.43106475472450256,70.68,78.53512622653761,90.05901736126971,56.56770765382867,77.4556616643929,124.85758381632601,76.92251205399185,14.306473731994629,10.700695514678955,77.8
99,resnet18,0.4356197714805603,82.03,87.24862865228874,96.9394858482293,55.14354219165336,64.77462437395658,43.502729224275406,26.291979388082325,5.610986799001694,5.532265901565552,64.94
100,resnet18,0.11510171741247177,92.97,93.09054558201142,99.41971641068294,47.20715908145592,43.10099573257468,8.010756192796219,5.479680929042207,1.2078121304512024,2.0897231996059418,43.24
101,resnet18,0.1031789556145668,93.54,93.23195619694823,99.46701234094049,45.6251159402674,40.71207430340557,7.18872121600858,5.055700129963098,1.5900004655122757,1.9660840928554535,41.18
102,resnet18,0.08736403286457062,93.95,93.53536917386161,99.52910527962024,44.579784889073245,40.66115702479339,6.351067655883815,4.482876446719534,1.755756139755249,1.8767552077770233,40.99
103,resnet18,0.10348443686962128,93.78,94.08919692322252,99.55534901393169,47.754184503309965,35.048231511254016,6.19990572411466,4.224082852048121,2.228172682225704,1.886468231678009,36.5
104,resnet18,0.045925386250019073,94.13,93.47860827508298,99.53738042618563,46.88129837810995,39.182282793867124,6.16587648998725,4.408295487769626,1.9955534487962723,1.8826891481876373,39.86
105,resnet18,0.09474916756153107,94.06,93.37913653510081,99.5193031863864,41.90480866929751,42.92929292929293,6.3816921143781675,4.581505402978961,2.3543888702988625,1.9337758421897888,43.1
106,resnet18,0.0678015649318695,94.03,93.86839903370232,99.55371359899681,47.51907343856862,36.348408710217754,6.0671517007139375,4.248545949583126,2.345745638012886,1.8970443308353424,37.02
107,resnet18,0.05018879100680351,93.92,92.87113753026092,99.47533621170771,42.76501120461914,44.07894736842105,6.880031756417728,4.993070406297796,2.683180198073387,2.082989066839218,44.41
108,resnet18,0.12144658714532852,94.24,93.20821137815977,99.52583145946082,44.48674230083087,42.53472222222222,6.214781588191681,4.5231008265211265,2.488204278051853,1.9833599030971527,42.88
109,resnet18,0.10628213733434677,93.96,93.4126100581056,99.50800363418739,46.42309466523298,39.23841059602649,6.542120784887246,4.680164999944865,2.8450751677155495,2.0493625104427338,39.4
110,resnet18,0.040910013020038605,93.96,93.24604277147667,99.51134926122988,45.33752812510393,39.900662251655625,6.512107915800056,4.650152130857676,2.8641287237405777,2.068760246038437,40.56
111,resnet18,0.02568930946290493,94.15,93.43789461261579,99.54115654495284,45.09609304049742,40.68376068376068,6.1196455008971125,4.374141929058652,2.6841653510928154,2.0371654629707336,41.37
112,resnet18,0.04057564586400986,94.25,92.74774305155115,99.47558939357508,44.40274327807373,42.08695652173913,6.684025540082523,4.998272019605391,2.536132000386715,2.0422402024269104,42.43
113,resnet18,0.009549511596560478,93.92,92.64546779734152,99.43945109451612,43.29566068333321,40.78947368421053,7.215020826395384,5.328059476275452,3.055267781019211,2.14304655790329,40.95
114,resnet18,0.05819590017199516,94.37,92.59130052130318,99.46135217108956,42.735612481765926,39.786856127886324,6.751884888020171,5.136430997411859,2.7154408395290375,2.034085839986801,40.32
115,resnet18,0.09233309328556061,94.2,92.61632440149353,99.4711449449959,44.398965340613444,40.689655172413794,6.754290380591311,5.038794530830462,2.9845470562577248,2.1603523194789886,41.21
116,resnet18,0.04023835062980652,94.06,93.42845493706648,99.53167136316105,46.355971571011985,39.05723905723906,6.260404433798921,4.460217722399715,2.965197339653969,2.1159780025482178,39.39
117,resnet18,0.06903355568647385,93.79,92.62772950637141,99.38764730539161,47.356074722028,38.808373590982285,7.774724513294987,5.805318167023399,3.2638557255268097,2.2937238216400146,39.13
118,resnet18,0.04777102172374725,94.0,92.1927304964539,99.38945503949063,42.89931159549291,46.5,7.642329398362727,5.8052088933650055,3.0440103262662888,2.2622309625148773,47.33
119,resnet18,0.010658391751348972,93.96,92.56560668341326,99.41045043226278,44.70768430052626,40.562913907284766,7.462616710551954,5.600660925609573,3.181728720664978,2.223982959985733,40.89
120,resnet18,0.017471270635724068,93.83,92.60604586625249,99.40114715651474,45.50809760784253,40.19448946515397,7.626237997083859,5.6823911441825,3.3675990998744965,2.2804275155067444,40.68
121,resnet18,0.04733630269765854,93.28,92.70547774748836,99.3758927982877,47.599657110276965,39.285714285714285,8.20574875175012,5.89548019812619,3.496013954281807,2.373839318752289,39.58
122,resnet18,0.013542762026190758,93.57,92.19443166026518,99.35428751394181,45.24627245810714,43.07931570762053,8.229810347880148,6.11677546932261,3.4782156348228455,2.4319736659526825,43.23
123,resnet18,0.026160430163145065,93.2,91.5902155390053,99.25160980743969,43.81149988549705,43.38235294117647,9.430237637308037,7.063974361688836,3.6532342433929443,2.509089410305023,44.41
124,resnet18,0.020706791430711746,93.41,92.47850657250598,99.395567098468,45.62934583116303,44.15781487101669,7.943274540346827,5.722534334871108,3.5907715559005737,2.436590790748596,44.61
125,resnet18,0.1093616634607315,93.19,92.27851330528206,99.30455177473615,47.080415983837206,43.31864904552129,8.935461008683651,6.562150121636046,3.4967370331287384,2.4224424362182617,43.91
126,resnet18,0.012224134989082813,93.58,92.42334511128466,99.37075614494785,42.22966202484414,42.21183800623053,8.069241905559545,5.962847720269369,3.2366562634706497,2.3211126029491425,42.37
127,resnet18,0.03945626690983772,92.81,91.47723398589457,99.22098223299957,45.5295720313467,47.70514603616133,9.984114752505183,7.335032589216277,3.993481770157814,2.727636396884918,48.26
128,resnet18,0.022872507572174072,93.41,91.29662188933577,99.23042311012549,47.393239247101235,43.55083459787557,9.492906472942574,7.272166267466854,3.3740274608135223,2.52360463142395,44.31
129,resnet18,0.00306543312035501,93.41,92.3699652307066,99.36461358829541,44.818290489648284,42.943854324734446,8.232696990115677,6.01195678463996,3.453313186764717,2.3834113776683807,43.55
130,resnet18,0.055839549750089645,93.2,91.61057024741227,99.28998622606096,41.826632629269774,48.38235294117647,9.078203423127619,6.711940147508416,3.628583624958992,2.580534517765045,48.82
131,resnet18,0.01833307184278965,93.49,91.74498730652743,99.29556010971092,44.17163574363877,40.706605222734254,8.831144074099814,6.664598814722081,3.403056785464287,2.3903046548366547,41.01
132,resnet18,0.02221802808344364,93.29,91.56458739066473,99.28375959838898,43.24369295639377,47.988077496274215,9.074082930579696,6.770765463280053,3.6497727036476135,2.5422701239585876,48.29
133,resnet18,0.07442136853933334,92.86,92.12090608373437,99.28463936892656,45.30747353655209,43.27731092436975,9.348633922083259,6.736724995902048,3.585459291934967,2.4906855821609497,43.56
134,resnet18,0.035773955285549164,93.04,92.62085859746395,99.3617737184653,48.547578294759006,41.09195402298851,8.49843547464141,6.018122078997103,3.8303248584270477,2.493237257003784,41.81
135,resnet18,0.1320526897907257,92.49,91.09322503501656,99.12512175654557,43.273962409893215,46.60452729693741,11.105816591953399,8.212440891689631,3.9651721715927124,2.7981960773468018,47.14
136,resnet18,0.12911170721054077,92.9,91.78728452523538,99.25890435355554,48.549664403857896,42.67605633802817,9.558587181460931,6.976222997810236,3.6415215581655502,2.556599974632263,42.82
137,resnet18,0.007610389497131109,92.86,91.81500297728395,99.24023810994979,46.04648210416434,45.938375350140056,9.763655084968018,7.151746158786807,3.8377009332180023,2.630215287208557,46.22
138,resnet18,0.012687082402408123,92.95,90.92406883896246,99.1394810912919,44.306114641652364,46.241134751773046,10.64914880567358,8.10347336295694,3.561977297067642,2.621408700942993,46.67
139,resnet18,0.08611954748630524,92.81,91.85576466734273,99.27464323068119,44.31172596673701,47.8442280945758,9.48482727936203,6.835745116073122,3.676166385412216,2.6164400577545166,47.98
140,resnet18,0.013067038729786873,93.07,93.10878047850218,99.42283393337841,51.08899845804981,40.83694083694084,7.905045122601364,5.446325569193921,3.561960533261299,2.4036484956741333,41.13
141,resnet18,0.01726936735212803,92.48,90.70102276282854,99.12085177874329,45.15064369052439,50.0,11.1567000999331,8.255512027942563,3.895394131541252,2.838405668735504,50.53
142,resnet18,0.1119738221168518,92.99,92.50451669139335,99.36571757362866,49.55320540297875,44.79315263908702,8.50118573064326,5.984667621219974,3.553839400410652,2.5287476181983948,45.08
143,resnet18,0.08494134992361069,92.89,91.99828631448447,99.28845496515669,45.50684894373962,45.71026722925457,9.297221643720162,6.7074874237281685,3.581137955188751,2.596171498298645,46.13
144,resnet18,0.08646689355373383,92.34,91.87181298990959,99.23310361967536,48.200838034178105,45.561357702349866,10.206302985942358,7.19460579674243,4.1019730269908905,2.7430719137191772,46.61
145,resnet18,0.010978547856211662,92.95,92.87715884769895,99.39355573297537,48.48662406972078,40.0,8.26557346791948,5.719898025202842,3.567422926425934,2.4893735349178314,40.43
146,resnet18,0.009676703251898289,91.33,90.7662568444205,98.99107013100473,47.46202905878827,49.82698961937716,13.255674159295992,9.38364142363331,4.854007065296173,3.2651856541633606,50.98
147,resnet18,0.10440438985824585,92.23,91.31908352335546,99.14178695322717,46.06137626822846,46.846846846846844,11.14085641980887,8.040841737138672,4.103436321020126,2.916223704814911,47.23
148,resnet18,0.029800500720739365,92.67,92.37642378720366,99.3294382039521,45.0006754269189,44.474761255115965,9.069370081220715,6.314769355162366,3.7310373038053513,2.584814131259918,44.75
149,resnet18,0.046162448823451996,91.61,91.31945560278525,99.05848490721397,46.633333236630335,48.62932061978546,12.40108523803646,8.778699177284787,4.581931233406067,3.0978426337242126,49.23
150,resnet18,0.035369787365198135,94.59,93.5134002785443,99.5600738908199,47.20662132810412,36.59889094269871,5.694415738608323,4.20388277604162,2.5209620594978333,1.9444577395915985,36.78
151,resnet18,0.036247026175260544,94.5,93.8350937950938,99.56272352355138,45.88105423356046,33.45454545454545,5.71378144393988,4.172763600472537,2.8575848788022995,1.9421570003032684,33.64
152,resnet18,0.020197011530399323,94.58,93.6677320357471,99.55417583004099,47.598175152106535,33.94833948339483,5.752785768964076,4.2566856778637465,2.7671895921230316,1.946728229522705,34.69
153,resnet18,0.0010081777581945062,94.56,93.72358119961181,99.54735224424404,48.736815609241205,32.720588235294116,5.8268627481029025,4.319596679637711,2.901260554790497,1.9435673952102661,32.9
154,resnet18,0.002467314712703228,94.74,93.28219477601698,99.52271847739917,44.91201881656818,34.4106463878327,5.9710207603539684,4.562726718134847,2.786695212125778,1.95782870054245,34.6
155,resnet18,0.004607112146914005,94.74,93.10833491862059,99.49929922759257,45.03099635817836,34.98098859315589,6.193245816037786,4.784951773818665,2.877729758620262,1.970292180776596,35.74
156,resnet18,0.0031079258769750595,94.79,93.24449702838419,99.5286151964452,44.439022079772855,36.08445297504799,5.8893099683600445,4.507900953545555,2.838595025241375,1.9529111683368683,36.28
