epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
1,0.5,14.779138565063477,1.6739404201507568,wrn,0.035554726964470984,99.52,1.5986537109375,64.82,80.91680920216548,88.96368615375823,66.26863807657803,73.7066515065378,150.51746262080314,79.74845422045726,18.256284296512604,15.986536741256714,73.82
2,0.5,10.386640071868896,1.6087820529937744,wrn,0.03926139150993252,99.44,1.5921553100585937,64.89,80.74053108037837,88.89061873175177,66.28576948917436,73.6257476502421,150.82503930613552,80.35914226380422,17.969772219657898,15.921553373336792,73.71
3,0.5,9.648699760437012,1.549445629119873,wrn,0.040733075909772695,99.404,1.6019946014404296,64.67,80.83833791194303,88.87604180280918,66.54486829561799,73.64845740164166,151.68870083817524,80.26762153966102,18.210525810718536,16.019946336746216,73.96
4,0.5,9.71576452255249,1.4367928504943848,wrn,0.042120516979686766,99.368,1.6302878051757812,64.5,80.13244895730975,88.16691699442681,66.75929932105701,73.77464788732394,157.43335359353495,85.2690542037401,18.432623147964478,16.302876472473145,73.86
5,0.5,9.666065692901611,1.9358036518096924,wrn,0.044888826125130364,99.264,1.623268585205078,64.91,80.03791469776928,88.51330539647687,65.53690156386207,74.9786263892847,153.82194435533557,83.44251182625135,17.85355508327484,16.232686042785645,75.06
6,0.5,9.902508020401001,1.9286999702453613,wrn,0.049705990894260456,99.128,1.5963509521484376,64.25,81.06196838181275,88.71269125684856,68.12493415805632,72.25174825174825,154.14185089691702,80.8764378686167,17.980575561523438,15.963507890701294,72.39
7,0.5,9.568986892700195,2.007857084274292,wrn,0.052535595400829097,99.152,1.659820394897461,63.65,80.33952873725919,88.10622880071996,67.21893279298618,73.67262723521321,160.81409075078233,84.86624376752846,18.90154480934143,16.59820556640625,73.89
8,0.5,9.607627391815186,1.9771592617034912,wrn,0.061254076422097126,98.86,1.6675959442138673,63.38,80.67325653918981,88.06227077228158,68.11956439012963,72.06444565811032,161.8366805016978,84.66331744920352,18.843795359134674,16.67595863342285,72.31
9,0.5,9.831125259399414,2.1705963611602783,wrn,0.07357847327556537,98.532,1.678692562866211,62.96000000000001,80.64726121147919,87.83330134599095,68.64372864047832,72.05723542116631,164.75359927581954,85.65099762680242,18.871690332889557,16.7869234085083,72.49
10,0.5,10.031369686126709,2.004586696624756,wrn,0.09813637358649653,97.724,1.7176293060302734,61.79,79.92472371510684,86.81689969362797,68.4152668164928,73.30541742999215,176.50374878829646,91.87850971720049,19.33518350124359,17.176294326782227,73.41
11,0.5,9.786010026931763,2.2420403957366943,wrn,0.13781467956319757,96.6,1.7495408172607423,60.97,80.38039566255522,87.0217337291862,69.37870858375393,73.20010248526773,178.06709178694308,89.43948541482621,19.827207922935486,17.495408058166504,73.51
12,0.5,9.809773683547974,2.312934637069702,wrn,0.20065820468019466,94.604,1.8947687255859376,58.97,78.01640609982292,84.1897691412807,68.6914794344019,75.57884474774555,205.73289655408442,106.87784827594213,21.18110954761505,18.94768714904785,75.9
13,0.5,9.697978019714355,2.044800281524658,wrn,0.31519223194645374,90.708,1.8559576782226563,58.67,78.99272448295471,84.76395066277136,69.99455082146089,75.51415436728769,202.71422019128306,102.26710390290746,20.15186995267868,18.559576272964478,75.68
14,0.5,10.02599549293518,1.8871424198150635,wrn,0.42446055111228204,87.232,1.9972679077148439,55.64,78.61322205936787,82.778105353657,72.39208849533891,74.84220018034266,228.5432861945299,111.14270064876719,22.289426624774933,19.972679615020752,74.98
15,0.5,9.706134796142578,1.8881175518035889,wrn,0.5063993378865476,84.812,2.096039373779297,54.1,76.86628087258728,80.60085614262411,71.55281393665219,76.53594771241829,250.20546917286967,123.56124524625933,23.208683729171753,20.960392951965332,76.69
16,0.5,9.832374572753906,1.9248278141021729,wrn,0.5926408182297435,82.024,2.1028529663085935,53.010000000000005,76.78151728991935,80.31423916004631,71.79557606483478,76.56948286869547,257.39036305371263,123.93932583865114,22.699032723903656,21.028528213500977,76.72
17,0.5,9.50424838066101,1.7952563762664795,wrn,0.6699266789519057,79.532,2.023545330810547,53.410000000000004,76.89340568425482,79.99062332676311,72.40118235677389,76.15368104743507,256.95101153866403,126.0236790916719,21.626192331314087,20.23545265197754,76.5
18,0.5,9.751223802566528,2.1261181831359863,wrn,0.6692003794774717,79.67999999999999,2.0964666870117186,53.449999999999996,77.17737749425014,80.46817322826321,71.94993786237099,77.59398496240601,253.78473995791205,123.10812664026838,22.34417200088501,20.964667797088623,77.74
19,0.5,9.69644045829773,2.204850435256958,wrn,0.6709377856887117,79.58800000000001,1.960432568359375,54.410000000000004,77.89005341916047,81.88520007443498,71.97082866891255,76.42026760254443,240.36278271271044,115.61413560195943,21.06940448284149,19.604326486587524,76.64
20,0.5,9.797834157943726,2.302741765975952,wrn,0.6984637563630026,78.644,1.9727888549804689,53.68000000000001,76.9077864026316,80.66720535420819,71.45547089587225,78.75647668393782,251.8811917072528,122.64041108393303,20.832425355911255,19.727888107299805,78.95
21,0.5,10.486104011535645,1.8551745414733887,wrn,0.7143176617671032,78.10000000000001,2.1560327209472656,52.559999999999995,76.2229699423256,78.932983208847,72.25315354042517,76.96037099494097,267.8617692248214,131.53547431306995,21.994714438915253,21.560325622558594,77.07
22,0.5,9.716019868850708,1.953296184539795,wrn,0.7179210829187412,77.78,2.0498431396484373,52.910000000000004,76.44202147281356,79.3241179564352,71.59594473950045,78.72159694202591,263.7472204673863,129.6605498294085,21.479399502277374,20.498430728912354,78.76
23,0.5,9.709996223449707,2.3132479190826416,wrn,0.755761633113939,76.532,2.1252637634277343,51.9,76.0030604192454,78.08643864947945,71.89797361593179,78.33679833679834,276.0802883367363,135.46716276536924,23.172426223754883,21.252639293670654,78.75
24,0.5,9.836960554122925,2.2286410331726074,wrn,0.7420416997403515,77.172,1.92980439453125,54.22,77.43530757255,80.86897468095356,71.69206756885526,76.80209698558322,247.58413102389693,121.67578041160442,20.847834646701813,19.298043251037598,77.11
25,0.5,11.640371799468994,2.697376012802124,wrn,0.7640551882130759,76.312,2.0164030517578126,53.23,76.32862355869018,79.79611293227923,70.96600173049592,78.14838571734018,259.64951981598756,127.59024087105087,20.86569219827652,20.164031982421875,78.23
26,0.5,9.715744733810425,2.2655856609344482,wrn,0.7603902871511421,76.468,2.0278581298828127,53.43,77.0855354463893,80.69094439254947,71.49662503128326,78.6343139360103,252.79881044945157,121.99687499928874,21.445493400096893,20.27858257293701,78.78
27,0.5,9.596964359283447,1.890740156173706,wrn,0.7581854459582543,76.712,2.16544775390625,51.370000000000005,77.83214526137645,80.0765149341602,73.39514911593342,78.0176845568579,265.9464878342239,121.83019561735343,23.75752627849579,21.65447473526001,78.16
28,0.5,9.6507887840271,2.0318186283111572,wrn,0.7482960204384765,76.9,1.999582177734375,53.239999999999995,76.6701349635172,79.52641557473508,72.0541275976588,76.71086398631309,260.62228569217046,128.62605215850292,21.561002731323242,19.995821714401245,76.92
29,0.5,11.775653600692749,2.5892703533172607,wrn,0.7347659079395995,77.14800000000001,1.9827314086914063,54.64,78.27058777865574,82.31851789332136,72.04451241435817,75.81569664902999,236.38953582436582,113.03586542881003,21.430812776088715,19.827312231063843,75.97
30,0.5,9.857088327407837,2.3040599822998047,wrn,0.7736910053965996,75.976,2.2908652587890623,49.55,76.83689378839686,78.15370289848408,74.61660467925377,77.54212091179386,287.31676919395267,130.75088613654546,24.867308139801025,22.90865182876587,77.66
31,0.5,9.434622049331665,1.7510578632354736,wrn,0.7499167326153541,77.048,2.094778851318359,51.870000000000005,75.8291427717434,78.14181514036805,71.73580194716598,79.30604612507791,276.15541581766985,135.34544810564458,22.40273356437683,20.947787761688232,79.41
32,0.5,10.132776021957397,2.384840250015259,wrn,0.7202951935481052,77.716,2.1359564697265623,52.54,75.68413951780522,77.80744543697453,71.75533713756319,77.43362831858407,274.8164548433649,138.36147891267342,21.57803475856781,21.359565258026123,77.73
33,0.5,9.837679147720337,2.288022994995117,wrn,0.7594141114731224,76.556,1.9977814575195312,54.339999999999996,77.2063088604689,80.7454504356864,71.88258548801704,75.20805957074025,247.9330520822703,122.75791893557633,20.877984166145325,19.977813959121704,75.32
34,0.5,9.741848707199097,1.9832794666290283,wrn,0.7521510706568251,76.656,1.9666544494628906,53.769999999999996,77.19456143287573,80.83940037687974,71.99923703813539,76.14103396063162,250.14646613482262,121.46484818585212,19.88918036222458,19.666545391082764,76.38
35,0.5,9.450793743133545,1.8177001476287842,wrn,0.7507912686892918,77.12400000000001,2.084190374755859,52.05,76.46548848614522,79.22271535723293,72.6740885878382,76.68404588112617,268.64299760209644,129.01148357965903,22.485437989234924,20.841901302337646,76.96
36,0.5,10.23122525215149,2.2632946968078613,wrn,0.7560346684589678,76.496,1.856599252319336,55.13,76.87507344817126,81.39206129393877,70.12982970769322,77.02250947180744,240.73666644820509,120.32266981018208,18.905237317085266,18.5659921169281,77.25
37,0.5,9.911990642547607,2.3811964988708496,wrn,0.731512082170467,77.312,1.965451873779297,54.76,77.50206834549797,81.5904338588977,71.05707418802962,77.58620689655173,240.69592100788327,118.06621862483418,20.122644305229187,19.65451955795288,78.07
38,0.5,9.673213243484497,2.1445443630218506,wrn,0.7524472505462413,76.396,2.0386579345703124,52.980000000000004,77.01559973274668,80.04741993813597,72.06046777530962,77.79668226286687,258.65683095023786,125.01530194621785,21.354617178440094,20.386579036712646,78.01
39,0.5,9.903372764587402,2.3276455402374268,wrn,0.7222917782408851,77.444,2.013922723388672,53.73,76.37908382212353,79.76026295505167,71.40509030612844,77.37194726604712,257.24371905704834,128.31377049125553,21.117213368415833,20.13922929763794,77.74
40,0.5,10.131817102432251,2.301039457321167,wrn,0.7304644487342056,77.292,2.10479453125,52.769999999999996,75.7290746467428,78.82109657330079,71.6500985849026,77.64132966334957,268.049662433588,133.06992899724867,23.06733727455139,21.047945022583008,78.04
41,0.5,9.647464036941528,1.9957635402679443,wrn,0.7389341755485048,77.036,2.1508832214355467,52.5,76.90589273182957,79.76687999118617,72.45835310058047,77.62105263157895,262.8124235456462,126.09985715066568,22.628214955329895,21.50883197784424,77.73
42,0.5,9.608217716217041,1.8909404277801514,wrn,0.7333321183615801,77.312,2.0290505432128905,54.120000000000005,77.20682179031904,80.70747616388007,71.36501324554936,77.33217088055798,249.24467615279494,122.72328246218977,20.05639374256134,20.29050588607788,77.46
43,0.5,9.909825325012207,2.2521262168884277,wrn,0.7446551353347545,77.25999999999999,2.0238488037109374,52.839999999999996,76.22968927271923,79.06962919821984,70.51726083480717,79.87701441899915,265.64096303089,131.10822465775806,20.67350298166275,20.238490104675293,80.0
44,0.5,9.837017059326172,2.277207851409912,wrn,0.7446768232146088,76.55199999999999,2.0576585021972655,51.61,74.58303467367105,76.53069333506909,71.33330104315104,78.5699524695185,287.9605780324236,145.4373661607734,20.794107019901276,20.576586723327637,78.8
45,0.5,9.725758790969849,1.8943774700164795,wrn,0.7305886205665919,77.216,1.966718878173828,53.73,77.37694507967963,81.04188741669267,71.87360898469397,77.48000864491031,249.017958219829,120.08800965403618,19.108781218528748,19.667187929153442,77.93
46,0.5,9.634889602661133,1.9364104270935059,wrn,0.725487656435188,77.69200000000001,1.9028532592773437,54.25,78.3902535821309,81.82797975974039,73.00779898431071,74.86338797814209,240.89974227655966,115.17494478694054,19.23624575138092,19.028531312942505,74.97
47,0.5,9.751179218292236,2.234800100326538,wrn,0.7365214038564234,77.108,1.9283338256835938,54.800000000000004,77.2412009075641,80.7464369411228,71.2190357034192,76.65929203539822,245.50780075759738,123.11883639229593,21.292974054813385,19.283337593078613,76.88
48,0.5,9.816638469696045,2.156358480453491,wrn,0.7408333408589266,77.0,2.33038291015625,49.08,76.46429175061509,76.81160608140205,75.1925435016482,76.33542812254517,297.43912426820754,137.55059653236034,25.02318024635315,23.303828239440918,76.87
49,0.5,9.840057611465454,2.2463746070861816,wrn,0.7211400442281548,77.584,2.133548699951172,51.9,76.81286377529153,79.2834578130788,72.7646433785442,77.87941787941787,268.6273216312494,128.01419605988235,22.30944335460663,21.335487365722656,78.19
50,0.5,9.714093446731567,2.0798237323760986,wrn,0.7253137828440083,77.332,2.0579867126464846,53.449999999999996,76.3550443662276,79.83532617977947,70.81851995066502,78.36734693877551,258.3887172356197,127.71210391797605,21.240651607513428,20.579867362976074,78.47
51,0.5,9.694045543670654,2.0019478797912598,wrn,0.7374768588615923,76.952,2.0723176025390626,52.31,77.05713783728541,80.05378402043725,72.40490725033443,76.850492765779,262.0715112274586,124.13122425103312,21.61228656768799,20.723178386688232,76.96
52,0.5,9.666799306869507,1.9260432720184326,wrn,0.7159271629489198,77.79599999999999,2.000311682128906,53.82,77.03450733795133,81.11861024663764,71.03244928452462,79.14681680381118,248.55089347732837,120.17927037632661,21.081826090812683,20.003116130828857,79.28
53,0.5,9.762701034545898,2.068694829940796,wrn,0.7430240980216435,76.888,2.070799786376953,51.959999999999994,76.57531869772367,79.20022331011381,71.99979744147613,78.28892589508743,269.0660182874273,128.84605686631318,22.110365331172943,20.707998275756836,78.39
54,0.5,9.709136486053467,2.119082450866699,wrn,0.7166590847227038,77.52799999999999,2.0704962799072266,52.15,76.76517480822041,79.31697913947558,72.74436274387206,77.91013584117033,267.1994488500062,128.2199402182993,21.277685463428497,20.704960823059082,78.08
