epoch,rate,train_time,learning_rate,model,loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
20,0.5,11.137736082077026,1e-06,resnet18,0.018778322264552116,95.01,93.86550176450153,99.64196748602704,42.320141801053445,37.4749498997996,4.703894205060088,3.4376479396986688,2.372758463025093,1.7559613287448883,37.68
1,0.7,16.219898223876953,0.0009938503261272714,resnet18,0.04686231538653374,94.1,93.00634017183307,99.49834734304336,45.097885184097315,37.96610169491525,6.552599714696613,4.776822887045291,2.3708462715148926,2.0269036293029785,38.31
2,0.7,6.3166327476501465,0.0009755527298894293,resnet18,0.06560143083333969,94.38,93.30710672913844,99.54007649262041,44.3792630746809,36.654804270462634,5.998594854688235,4.388930361968602,2.3050768300890923,1.9083192944526672,37.19
3,0.7,10.212164163589478,0.0009455577588320897,resnet18,0.030296457931399345,94.54,93.11551751259812,99.54658185011431,42.16540576301816,38.64468864468865,5.852990658952532,4.334516311937721,2.3410649970173836,1.8888801336288452,39.01
4,0.7,9.08369255065918,0.0009046039886902862,resnet18,0.027402887120842934,94.61,93.5062679932597,99.58376929459925,42.100453302109216,37.66233766233766,5.461539130141715,3.982108709933559,2.383100986480713,1.8370504677295685,37.85
5,0.7,8.647379875183105,0.0008536998372026805,resnet18,0.041840728372335434,94.62,93.69251610236682,99.596307954376,46.17930752108996,36.80297397769517,5.335190331931785,3.861295327783288,2.319764532148838,1.8322443962097168,36.99
6,0.7,8.514983415603638,0.0007940987335200903,resnet18,0.02021912671625614,94.74,93.37650933393053,99.58479477087974,42.3550988508606,38.59315589353612,5.384657681155441,3.97636363893632,2.2093046456575394,1.8297845125198364,39.16
7,0.7,8.677635908126831,0.0007272682546199036,resnet18,0.013820537365972996,94.69,93.75164949993426,99.60514210269397,45.57676994665979,34.463276836158194,5.21420466839097,3.7787617186621856,2.3389678448438644,1.8237398564815521,34.65
8,0.7,8.427326202392578,0.0006548539886902863,resnet18,0.15627841651439667,94.73,93.60691757318463,99.59930932302389,44.42525878916138,36.43263757115749,5.249899323877173,3.8361966150212448,2.3257143795490265,1.817815750837326,36.81
9,0.7,8.393481016159058,0.0005786390152875953,resnet18,0.003178039565682411,94.72,93.65128400772932,99.60177944891286,44.19718046148151,37.31060606060606,5.231943125747632,3.812821193936911,2.358207479119301,1.810794174671173,37.88
10,0.7,8.797391653060913,0.0005005,resnet18,0.00396229000762105,94.75,93.70461615780877,99.60918047986667,44.514652202791474,35.42857142857142,5.146090924389825,3.7431949936037854,2.2837968543171883,1.8010501563549042,35.62
11,0.7,8.691166162490845,0.0004223609847124046,resnet18,0.04644271731376648,94.76,93.68297651922576,99.60887228696144,43.403624482761494,36.45038167938932,5.143882004944702,3.7463736315020104,2.4371277540922165,1.8068155646324158,36.83
12,0.7,8.714145421981812,0.0003461460113097138,resnet18,0.08900810033082962,94.77,93.59513048699367,99.60374141311547,41.897430255554056,35.75525812619503,5.18832142393371,3.7961900548584135,2.5537803769111633,1.8215534090995789,36.33
13,0.7,8.632746934890747,0.00027373174538009644,resnet18,0.010714213363826275,94.77,93.58902735434143,99.60180550225624,44.09545569297643,36.32887189292543,5.206054676183942,3.813923307108646,2.3168161511421204,1.8142084777355194,36.9
14,0.7,8.842500925064087,0.00020690126647990973,resnet18,0.010377218946814537,94.83,93.60149925214844,99.60500385819948,42.391482469839296,37.33075435203095,5.145569693586662,3.7854788005620064,2.3341327905654907,1.8051749467849731,37.52
15,0.7,8.852075815200806,0.00014730016279731955,resnet18,0.12212201207876205,94.76,93.64677618668618,99.60292656659377,44.4921726020924,36.06870229007634,5.199894309754173,3.802385936311481,2.4367637932300568,1.8105456233024597,36.45
16,0.7,8.385167598724365,9.63960113097138e-05,resnet18,0.01067022979259491,94.77,93.64257351652012,99.60581172968963,43.665318703585974,36.32887189292543,5.16793816137731,3.7758067923020144,2.383951283991337,1.8131278455257416,36.71
17,0.7,8.958889245986938,5.54422411679103e-05,resnet18,0.027825454249978065,94.85,93.49024264167745,99.60094504215282,40.79030080285344,37.0873786407767,5.175035047463191,3.825539939767333,2.409854158759117,1.806323081254959,37.28
18,0.7,4.594761848449707,2.544727011057081e-05,resnet18,0.006456312257796526,94.84,93.6723396238136,99.6130409868879,41.71272911009364,35.65891472868217,5.0643242276599185,3.7095364993367848,2.3747319355607033,1.7973074316978455,35.85
19,0.7,4.599805116653442,7.14967387272874e-06,resnet18,0.03969557583332062,94.76,93.75172190733359,99.6142567477023,43.68572312313821,35.30534351145038,5.092436374514299,3.6949280010716063,2.3864993825554848,1.8118923902511597,35.31
20,0.7,4.594187021255493,1e-06,resnet18,0.029153689742088318,94.91,93.46527027259204,99.60619368790124,40.77431805790505,37.524557956778,5.095955622903206,3.777994875648046,2.32886653393507,1.8096916377544403,37.72
1,0.9,10.666364908218384,0.0009938503261272714,resnet18,0.4271516501903534,93.36,92.43015603545287,99.36748420565169,46.38706036534847,39.1566265060241,8.234883868491977,5.979923930432706,2.837887406349182,2.2938506305217743,39.61
2,0.9,2.633152723312378,0.0009755527298894293,resnet18,1.1860517263412476,93.62,92.5048250815844,99.4152843731948,44.715790454610676,40.909090909090914,7.62572131887774,5.54578305763312,2.589639276266098,2.2005464136600494,41.38
3,0.9,2.598811149597168,0.0009455577588320897,resnet18,0.10123005509376526,93.93,92.23491116715434,99.42782741403593,39.494364304003376,43.82207578253707,7.325676032465181,5.444982041845294,2.610531635582447,2.162901610136032,45.47
4,0.9,2.3502259254455566,0.0009046039886902862,resnet18,0.21886669099330902,93.88,92.49388560281376,99.4425710330814,42.205905005403,42.48366013071895,7.212944032178244,5.300806759124441,2.5211505591869354,2.128833532333374,42.81
5,0.9,2.468855142593384,0.0008536998372026805,resnet18,0.28722018003463745,93.69,92.74642797275095,99.44322483913575,44.292038349326354,41.36291600633915,7.318104722031847,5.284053134849201,2.7145277708768845,2.1708297729492188,41.68
6,0.9,2.2957355976104736,0.0007940987335200903,resnet18,0.39384925365448,93.92,92.97161322906393,99.48288649424188,44.764618488459774,40.29605263157895,6.805007287016461,4.918045936896529,2.553762122988701,2.111240178346634,41.12
7,0.9,2.401048421859741,0.0007272682546199036,resnet18,0.08238320797681808,93.75,92.79921493333333,99.46154311920444,43.73969051827456,40.160000000000004,7.109810138718554,5.1146737051915325,2.6768233627080917,2.144400179386139,40.48
8,0.9,2.5350968837738037,0.0006548539886902863,resnet18,0.10339751094579697,94.0,92.60728723404256,99.46572252870784,41.291456513588365,42.0,6.923055406397404,5.085934901399683,2.5668714195489883,2.101195752620697,42.33
9,0.9,2.024078607559204,0.0005786390152875953,resnet18,0.21305887401103973,93.73,92.86326005794581,99.46079155976746,45.3068188381435,39.23444976076555,7.126738626597714,5.118673153992616,2.754320204257965,2.129615694284439,39.39
10,0.9,2.20744252204895,0.0005005,resnet18,0.11711249500513077,93.68,92.5942087391497,99.43833308328296,44.6352179695699,42.563291139240505,7.371382274496625,5.3308074777727334,2.7216948568820953,2.177809029817581,42.88
11,0.9,1.982999563217163,0.0004223609847124046,resnet18,0.6555567979812622,93.95,92.67527566535742,99.46464267556156,43.60584286195505,40.16528925619834,6.960531825501181,5.0923406163369,2.548872120678425,2.1164219081401825,40.33
12,0.9,1.964648723602295,0.0003461460113097138,resnet18,0.17051975429058075,93.88,92.54495204558175,99.44850522859348,43.67292712054612,41.830065359477125,7.154865355137138,5.242728082083335,2.6177160441875458,2.12730810046196,41.99
13,0.9,2.4870493412017822,0.00027373174538009644,resnet18,1.5193382501602173,93.67,92.72463529067713,99.45161357658614,44.379353327637574,41.39020537124802,7.2526572637294295,5.205548582827214,2.806534431874752,2.181229740381241,41.71
14,0.9,2.386739730834961,0.00020690126647990973,resnet18,0.006877779960632324,93.97,92.61770852029096,99.46335629335933,42.34606670664836,40.6301824212272,6.962188496518417,5.106457492971193,2.542095258831978,2.0860998332500458,40.8
15,0.9,1.8523659706115723,0.00014730016279731955,resnet18,0.4423750638961792,93.87,92.94228890011541,99.48005672977833,44.05198252990522,39.8042414355628,6.860606700540333,4.942148819848864,2.7263768017292023,2.092275172472,39.97
16,0.9,2.4178194999694824,9.63960113097138e-05,resnet18,0.13259583711624146,93.97,92.8319454128739,99.47514427515752,45.18086959449436,40.13266998341625,6.847475810942411,4.991744807395187,2.446896582841873,2.0724882185459137,40.46
17,0.9,2.2158517837524414,5.54422411679103e-05,resnet18,0.02222413569688797,93.95,92.93273633328788,99.4823515833012,45.29066298263267,40.49586776859504,6.791643639443944,4.923452430279663,2.5668902322649956,2.071693390607834,40.99
18,0.9,2.516934633255005,2.544727011057081e-05,resnet18,0.0174757931381464,93.89,92.69787450195489,99.46482902090577,43.31581928768186,41.4075286415712,6.994313260902056,5.08848594358986,2.6680078357458115,2.114844173192978,41.57
19,0.9,2.6089859008789062,7.14967387272874e-06,resnet18,0.030113864690065384,93.85,92.81185597151655,99.46893588196457,44.52211354248593,40.487804878048784,6.978980924552545,5.047849868358313,2.633489668369293,2.1078230440616608,41.3
20,0.9,2.391322612762451,1e-06,resnet18,0.031593456864356995,93.82,92.96953851588009,99.47614772454226,45.84990376146415,39.482200647249186,6.927041829296173,4.9768210922507805,2.6876751333475113,2.1079233288764954,39.64
1,0.3,34.01391077041626,0.0009938503261272714,resnet18,0.014459163881838322,94.29,93.58675465396375,99.56193632391859,45.46239514230861,36.952714535901926,5.841137600146685,4.178986954902312,2.455536648631096,1.926843672990799,37.13
2,0.3,20.727604150772095,0.0009755527298894293,resnet18,0.05615078657865524,94.57,93.72829542889781,99.59740693524144,45.40454271804519,37.01657458563536,5.351907219025558,3.8502294263317314,2.304260991513729,1.8375073373317719,38.12
3,0.3,21.1801278591156,0.0009455577588320897,resnet18,0.05053138732910156,94.65,93.8349057768167,99.60989086081138,45.42999316000622,37.00934579439252,5.190581222289596,3.7332290592464665,2.3740265518426895,1.8180735409259796,37.2
4,0.3,20.829638719558716,0.0009046039886902862,resnet18,0.015074686147272587,94.69,94.00300992096521,99.6272993733688,46.59608329035672,35.02824858757062,5.0035354994968815,3.5680925497680973,2.3915868252515793,1.79743692278862,35.4
5,0.3,20.875919580459595,0.0008536998372026805,resnet18,0.006675197277218103,94.68,94.16975582174702,99.63821761286374,46.35889762738348,35.338345864661655,4.903932083973951,3.4630276748713658,2.5263193994760513,1.7929618060588837,35.53
6,0.3,20.401620149612427,0.0007940987335200903,resnet18,0.007626017089933157,94.86,93.86204818733486,99.62962508504384,42.55472401483125,36.57587548638132,4.895946078929805,3.5517330488986225,2.4372193962335587,1.782894879579544,37.16
7,0.3,20.773208379745483,0.0007272682546199036,resnet18,0.01462756097316742,94.87,93.8338725959459,99.62617106317715,42.6431462390935,37.03703703703704,4.923384540189492,3.5844430459718213,2.45051272213459,1.7817114293575287,37.43
8,0.3,20.515429496765137,0.0006548539886902863,resnet18,0.014961318112909794,94.84,93.98448304610947,99.63614882752277,45.23010418631518,36.82170542635659,4.842468275999796,3.487680547676662,2.435704693198204,1.7780165374279022,37.02
9,0.3,20.642355918884277,0.0005786390152875953,resnet18,0.004682100843638182,94.89,93.94236276054734,99.63293105641984,44.07891109144199,36.79060665362035,4.848006304071424,3.519576260371784,2.3913664743304253,1.7606121301651,36.99
10,0.3,20.44493007659912,0.0005005,resnet18,0.008697716519236565,94.91,94.03620718956373,99.6427800460241,43.80703690382645,34.9705304518664,4.7442736197982756,3.426312872543115,2.4461327120661736,1.7588403820991516,35.56
11,0.3,20.401771783828735,0.0004223609847124046,resnet18,0.0706680491566658,94.93,93.94047435762383,99.63604225781097,44.712411381277285,34.714003944773175,4.798438809958844,3.4909052139577765,2.458301931619644,1.7629717290401459,35.11
12,0.3,21.125687837600708,0.0003461460113097138,resnet18,0.006127602886408567,94.97,93.81366847875579,99.62793786253891,44.823168460244595,35.984095427435385,4.856033385061831,3.569227691510592,2.3936472833156586,1.7610745131969452,36.18
13,0.3,21.085700273513794,0.00027373174538009644,resnet18,0.012543740682303905,94.99,93.77762004152555,99.6305338693499,42.67441514126822,36.12774451097805,4.822552964910354,3.546048040302064,2.368609234690666,1.7712418735027313,36.93
14,0.3,20.993470430374146,0.00020690126647990973,resnet18,0.010002793744206429,94.99,93.89543893579301,99.63892487482329,43.714428035838736,34.73053892215569,4.7420388813583125,3.465533956750022,2.424316294491291,1.7582030594348907,34.93
15,0.3,21.006564140319824,0.00014730016279731955,resnet18,0.04039308801293373,95.0,93.80186315789474,99.63325330586768,42.51820063382593,35.8,4.791512941201145,3.5201426093741888,2.3845266550779343,1.7636385560035706,36.2
16,0.3,21.0475332736969,9.63960113097138e-05,resnet18,0.023195164278149605,94.97,93.98631900290371,99.6435867102263,43.942047096028375,34.791252485089466,4.706956737048396,3.4201510434971563,2.4063553661108017,1.7516244947910309,34.99
17,0.3,20.864657163619995,5.54422411679103e-05,resnet18,0.004338169936090708,95.11,93.65267296784113,99.63426971267016,40.49624487730817,36.809815950920246,4.730495047795658,3.5149107433461526,2.381604164838791,1.744634211063385,37.01
18,0.3,20.999574899673462,2.544727011057081e-05,resnet18,0.015611464157700539,95.01,93.8513064440638,99.64012948659273,41.84332437457634,36.07214428857716,4.721401206650298,3.4551549412888787,2.46097631752491,1.7577354609966278,36.27
19,0.3,20.80474615097046,7.14967387272874e-06,resnet18,0.005758068989962339,94.97,93.89354093403148,99.63193087052342,44.001711186597205,34.39363817097416,4.817841632907332,3.531035939356093,2.4269167333841324,1.7586304247379303,34.59
20,0.3,20.85522699356079,1e-06,resnet18,0.01814456284046173,95.0,93.6602,99.62059895569048,42.63978849441262,35.0,4.912300294779748,3.6409299629527925,2.5220610201358795,1.7700806260108948,35.2
1,0.5,19.66818141937256,0.0009938503261272714,resnet18,0.027210015803575516,94.29,93.44015249744658,99.55033788298012,44.60512604879165,37.3029772329247,5.950870906426533,4.28872026118216,2.4439923465251923,1.9372479617595673,37.48
2,0.5,14.80449914932251,0.0009755527298894293,resnet18,0.09843204915523529,94.68,93.34891609568916,99.58339761435528,40.91004372093126,39.285714285714285,5.430396925936339,3.9894925168337543,2.230348065495491,1.838243007659912,39.47
3,0.5,14.57639217376709,0.0009455577588320897,resnet18,0.06451429426670074,94.71,93.69828382692046,99.60355341630273,43.42915753711398,36.672967863894144,5.220196203998611,3.795644491800641,2.2856950759887695,1.8040764331817627,36.86
4,0.5,14.585593461990356,0.0009046039886902862,resnet18,0.014208425767719746,94.75,93.7064756879005,99.61025975459748,43.79601535716217,36.76190476190476,5.135886731901033,3.732990801114993,2.3523252457380295,1.802205741405487,37.33
5,0.5,14.664236307144165,0.0008536998372026805,resnet18,0.014438070356845856,94.85,93.6559718717853,99.61830852175929,42.53677407746109,35.53398058252427,5.0092554346111635,3.6597603269153054,2.2882619872689247,1.7861559987068176,35.92
6,0.5,14.572617769241333,0.0007940987335200903,resnet18,0.017873521894216537,94.85,93.79216033491818,99.6261713245161,44.5956845924156,37.28155339805825,4.933096524551097,3.583601416855238,2.292560040950775,1.7716562747955322,37.67
7,0.5,14.578680515289307,0.0007272682546199036,resnet18,0.009395312517881393,94.81,93.87537878718597,99.62630873242368,44.20799669508708,37.1868978805395,4.951437078434935,3.5807082193367936,2.460722252726555,1.7797654867172241,37.96
8,0.5,14.661553382873535,0.0006548539886902863,resnet18,0.04985261708498001,94.89,93.89159844986852,99.63501485051334,43.778957064512014,35.0293542074364,4.82897433340471,3.5005442897050703,2.3187069222331047,1.7690666019916534,35.23
9,0.5,14.66640853881836,0.0005786390152875953,resnet18,0.02759358286857605,94.8,94.128255842259,99.64137634398634,47.1462645495489,35.19230769230769,4.81130153462485,3.4352378719301484,2.4229710921645164,1.758280098438263,36.35
10,0.5,14.843077659606934,0.0005005,resnet18,0.02155528962612152,94.82,94.04363194966443,99.6355834835814,46.46582010730298,35.32818532818533,4.85638522230903,3.490980619396712,2.4497121572494507,1.7626486718654633,35.52
11,0.5,14.903894186019897,0.0004223609847124046,resnet18,0.02587965503334999,94.8,93.97158998701721,99.62667676057532,46.55500951772517,35.19230769230769,4.951057280912586,3.574993618217884,2.530532144010067,1.7826630175113678,35.77
12,0.5,14.719175338745117,0.0003461460113097138,resnet18,0.028768932446837425,94.82,94.13594259881964,99.64482714392915,45.168357554329845,35.13513513513514,4.768762813181718,3.4033582102694004,2.537284418940544,1.7760513722896576,35.91
13,0.5,14.70837950706482,0.00027373174538009644,resnet18,0.03626637160778046,94.9,93.83657720200831,99.62845520185137,43.49080869299677,36.470588235294116,4.8856851325949355,3.5624950058215017,2.501406893134117,1.7800812423229218,36.86
14,0.5,14.689331531524658,0.00020690126647990973,resnet18,0.05940162390470505,94.93,93.80737514261001,99.6290424454915,44.28127574330913,35.700197238658774,4.865563841314154,3.5580302453130868,2.4450868368148804,1.7797188460826874,36.29
15,0.5,14.692945718765259,0.00014730016279731955,resnet18,0.023418065160512924,94.88,94.04777539721228,99.63995617548191,45.75987042779679,35.546875,4.784987097590855,3.4513065984467084,2.521265670657158,1.7567139863967896,35.94
16,0.5,14.631683588027954,9.63960113097138e-05,resnet18,0.01572212390601635,94.96,93.81960950976853,99.63419685897055,43.17859191119206,37.698412698412696,4.802016241391083,3.5100443694612466,2.5049999356269836,1.774054765701294,38.1
17,0.5,14.66171646118164,5.54422411679103e-05,resnet18,0.04575740918517113,94.97,93.78267616581233,99.63576307342109,41.39444812803584,36.97813121272366,4.783181489218936,3.496375795667697,2.485464885830879,1.7810586094856262,37.57
18,0.5,14.653457164764404,2.544727011057081e-05,resnet18,0.010885624215006828,94.92,93.99764949182237,99.64145273968423,44.356492128138555,36.811023622047244,4.751542738629896,3.4388008345955554,2.431456372141838,1.7568644881248474,37.01
19,0.5,14.640022993087769,7.14967387272874e-06,resnet18,0.06654755026102066,94.97,93.7366116034131,99.62965532201773,42.11731992620742,36.381709741550694,4.840722344403744,3.5539166508525044,2.4595342576503754,1.7714440822601318,36.98
20,0.5,14.75230073928833,1e-06,resnet18,0.01878441497683525,94.98,93.92897980619111,99.64330169036056,43.2948151744453,37.25099601593625,4.705354609307788,3.423704564494189,2.373465895652771,1.7562812566757202,37.45
1,0.7,13.294654130935669,0.0009938503261272714,resnet18,0.04688097909092903,94.11,92.9862897497943,99.49791449926857,44.84823011723264,38.030560271646856,6.551234270048567,4.7815333430288565,2.3616746068000793,2.026955485343933,38.2
2,0.7,8.612188339233398,0.0009755527298894293,resnet18,0.06556828320026398,94.39,93.283517261319,99.53938431074715,43.85357997643112,36.898395721925134,5.999931699851381,4.396046009555285,2.324720099568367,1.9084851443767548,37.61
3,0.7,9.041528224945068,0.0009455577588320897,resnet18,0.030355287715792656,94.53,93.13725888360216,99.54710013633598,42.47572402523983,38.57404021937843,5.8531127880146,4.329018435984337,2.3303795605897903,1.8888553977012634,39.12
4,0.7,9.038713693618774,0.0009046039886902862,resnet18,0.02731727994978428,94.61,93.50735633973588,99.58376243768797,42.13410238045553,37.291280148423006,5.461609650548401,3.982179230340244,2.3836063221096992,1.8369410932064056,37.85
