epoch,rate,train_time,learning_rate,model,loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
1,0.3,23.271024227142334,0.0009938503261272714,resnet18,0.039608363062143326,78.77,87.36374274489111,96.12190600553406,63.28928235123781,59.49128591615638,56.41378676661062,32.08891752594114,4.463492333889008,8.777684569358826,60.43
2,0.3,10.592097282409668,0.0009755527298894293,resnet18,0.014511645771563053,78.72,87.36085521540132,96.09383327538627,63.91187570651397,59.3515037593985,56.727378423513684,32.283031473263996,4.464777186512947,8.780060410499573,59.63
3,0.3,10.117932319641113,0.0009455577588320897,resnet18,0.04259706288576126,78.73,87.267709156484,96.05587140983832,63.56310677740873,59.52045133991537,57.02445665046406,32.60403064218172,4.610173776745796,8.802372813224792,59.85
4,0.3,15.87703275680542,0.0009046039886902862,resnet18,0.01320075336843729,78.86,87.1675095273206,96.04170122426783,63.2289163776895,58.136234626300855,56.872989177853796,32.76238015280185,4.646577313542366,8.799636960029602,58.42
5,0.3,20.19217348098755,0.0008536998372026805,resnet18,0.0260813869535923,78.78,87.34680670996121,96.07918759284232,63.99720041606618,59.236569274269556,56.7102371167862,32.40922532601835,4.480715095996857,8.790991306304932,59.47
6,0.3,20.46447229385376,0.0007940987335200903,resnet18,0.027540532872080803,78.82,87.26531794871426,96.07940580457934,63.34001926871353,60.05665722379604,56.64814053264184,32.442431621818265,4.65373620390892,8.775578141212463,60.25
7,0.3,21.05781364440918,0.0007272682546199036,resnet18,0.010930893942713737,78.8,87.25978713724739,96.06930096254627,63.55281505580515,59.66981132075472,56.77156166666675,32.51822669658197,4.6853430569171906,8.813687562942505,59.81
8,0.3,20.67990279197693,0.0006548539886902863,resnet18,0.017938414588570595,78.62,87.29838426610195,96.04534255895723,63.51323300876414,59.68194574368568,57.343662489964295,32.65940717474357,4.532063007354736,8.838646411895752,59.82
9,0.3,20.65659236907959,0.0005786390152875953,resnet18,0.01856181025505066,78.86,87.23292850268645,96.06067361946316,63.101985854676855,58.609271523178805,56.7155719874603,32.604962962408365,4.528064280748367,8.790459036827087,58.7
10,0.3,20.396555423736572,0.0005005,resnet18,0.023126935586333275,78.76,87.19763801254663,96.04647266126433,62.71118789031968,61.016949152542374,57.05323137049388,32.70449198473431,4.771386086940765,8.814100623130798,61.44
11,0.3,20.71469473838806,0.0004223609847124046,resnet18,0.05059800297021866,78.7,87.27500283360476,96.05735812983177,63.80440697765584,58.967136150234744,57.07384609726096,32.58161915170646,4.575701430439949,8.829556703567505,59.15
12,0.3,20.501584768295288,0.0003461460113097138,resnet18,0.02182259038090706,78.81,87.2614280892169,96.0752998035317,63.64142339375276,59.74516281264748,56.69899473258977,32.46947913650816,4.739564284682274,8.791232705116272,59.93
13,0.3,20.629746675491333,0.00027373174538009644,resnet18,0.011549563147127628,78.8,87.26997533761134,96.06777912158967,63.52223921553261,58.58490566037736,56.78244438552934,32.52910941544456,4.632321000099182,8.80490243434906,59.43
14,0.3,20.3180410861969,0.00020690126647990973,resnet18,0.015492367558181286,78.76,87.45373199851943,96.10429661055662,64.40667031126328,57.7683615819209,56.538513299929065,32.18977391416949,4.457764700055122,8.786916732788086,58.38
15,0.3,20.219526290893555,0.00014730016279731955,resnet18,0.014229528605937958,78.83,87.21634562059634,96.0387430482225,63.56433100936174,58.99858290033065,56.94636689472391,32.76445198202311,4.616962745785713,8.804538249969482,59.28
16,0.3,20.545326471328735,9.63960113097138e-05,resnet18,0.032887689769268036,78.67,87.42853454861473,96.10025282969775,63.81457353337877,58.55602437880919,56.77154986397051,32.20740762281846,4.3890610337257385,8.801172971725464,58.74
