epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr,num_cut
1,0.8,298.1227786540985,15.913555383682251,res50,5.1695513371616375,1.773,4.878642317199707,3.5700000000000003,70.02484494783084,9.543508295877468,98.18809237328982,85.29503266618272,934.2229074354253,88.89689130544176,0.6780308205634356,48.786420822143555,85.99,0
2,0.8,158.84870529174805,9.889843463897705,res50,7.552412741282988,2.3255096214681417,4.762357887268067,3.7600000000000002,65.46710849206771,7.482369188994323,97.78527382803834,84.8399833748961,939.6617771920121,100.61802338685632,0.8876875042915344,47.62357711791992,0.0,35197
3,0.8,130.77507305145264,11.313661575317383,res50,7.644751863696807,2.883089973127853,4.576640480422974,6.239999999999999,69.6369652194364,16.838880052890048,96.78606359669016,86.36945392491468,886.1193741707895,121.62883039585093,0.8802509866654873,45.76640605926514,86.37,73423
4,0.8,145.9557023048401,17.10750961303711,res50,7.926376193301304,3.436426116838488,4.5220736946105955,6.88,67.1216153949892,15.475346702607345,95.95224922891326,87.67182130584192,884.2435489666082,137.19029450875541,2.382570132613182,45.22073268890381,0.0,115514
5,0.8,163.49940586090088,10.183087348937988,res50,7.91944878673122,4.072678378713091,4.429728989410401,7.9399999999999995,70.91019382277793,23.367337213571957,95.98792706690476,83.56506626113405,849.7317860026025,130.27238471448888,2.444835565984249,44.29728984832764,83.65,158991
6,0.8,172.4817955493927,16.28229069709778,res50,7.873167221447289,4.767054158781653,4.375466660118103,8.6,67.48685817515648,17.8577649983467,95.04005345296879,86.71772428884026,858.9290547607326,155.9221412753946,4.738046228885651,43.75466823577881,87.52,203506
7,0.8,163.8176908493042,17.944255828857422,res50,7.789302320055995,5.459801661360559,4.223743532943725,10.91,69.0392181090832,24.845111270802086,94.08548640924354,83.74677292625435,813.292266769629,164.10226789784244,3.279944509267807,42.23743438720703,0.0,248852
8,0.8,155.2766969203949,17.989203453063965,res50,7.6751121830601265,6.422409005072758,4.175992168045044,11.44,69.15248679730387,26.45450348307382,93.47471921621585,87.05962059620596,801.5418457911185,163.96724627528704,3.082689642906189,41.75992488861084,87.36,294838
9,0.8,153.20151543617249,11.549809217453003,res50,7.566684708141145,6.9101751770406254,4.049104449462891,13.239999999999998,69.4354952161674,30.588199622636115,92.73744948967936,85.07376671277086,772.4377360385338,172.54095497598365,4.9670059233903885,40.491042137145996,85.24,341178
10,0.8,165.137619972229,17.504860877990723,res50,7.4301925834856535,7.731592337623466,3.9993933788299563,13.63,70.64958205458251,31.851972504582083,92.99274289737012,83.61699664235267,763.162947871594,171.09480083171024,3.8068529218435287,39.993934631347656,83.66,387722
