epoch,model,loss,tesst-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
1,resnet18,3.7624237537384033,12.06,71.18010885606839,30.00273043593447,93.73325678376607,85.61519217648397,784.0672951671633,159.769580126663,2.190397121012211,36.89496040344238,85.82
2,resnet18,3.247926712036133,17.94,71.54998273281291,40.269439514056124,90.85145609169503,83.00024372410432,691.5472071389769,179.1810440257019,5.675344541668892,34.15821075439453,83.5
3,resnet18,2.909147024154663,25.36,73.57512167763838,54.659873917195455,87.33210815414628,81.4978563772776,569.716062785197,171.25451629307221,8.347930014133453,30.42219638824463,81.61
4,resnet18,2.4273271560668945,33.38,74.95868512992048,63.75954484231837,83.20310377433321,81.58210747523268,464.2111228857369,164.2609116621564,6.984873116016388,25.72340726852417,81.64
5,resnet18,2.2214174270629883,40.3,76.78409832454248,71.94796321067247,80.56566264161944,77.82244556113903,375.32561934703364,144.57956231232166,7.0755332708358765,22.902772426605225,78.09
6,resnet18,2.062657594680786,43.92,78.07712001979998,75.51303469987714,79.64438833506274,76.06990014265335,332.50750813329853,133.08143888846823,4.808177426457405,20.953450202941895,76.14
7,resnet18,2.0672264099121094,48.17,79.93949174556268,80.83445871133496,78.4820619260095,74.66718116920703,277.7861918620577,111.3361366292076,5.131800472736359,18.950581550598145,74.84
8,resnet18,1.9906409978866577,44.14,80.047457062619,78.82814906775863,80.78757960747315,74.52559971356963,312.98936161777186,115.36795238717562,9.53393504023552,21.287004947662354,74.62
9,resnet18,1.6843360662460327,46.22,80.07929198222352,79.19792958977564,79.95085061625144,71.3276310896244,297.5322120156477,116.43856601941394,11.229285597801208,20.915851593017578,71.89
10,resnet18,1.299041509628296,50.03,81.09129919286772,83.37183296758097,77.65032917064218,74.4046427856714,252.6557996119078,99.43724406404309,6.60487487912178,18.778241872787476,74.66
11,resnet18,1.3296291828155518,50.09,79.53529969437099,81.9380716622325,76.20016280053827,75.09517130835503,261.4938720168378,108.69048524487751,10.70176362991333,18.760796785354614,75.2
12,resnet18,1.614567756652832,54.42,81.6334293315169,85.32874353804955,76.0743051892865,72.61956998683632,217.35279538575335,92.66500130862715,4.891207069158554,16.680281162261963,72.86
