epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr,num_cut
1,0.8,36.76057577133179,2.9682254791259766,res18,1.4553604773853137,46.674,1.1895365478515625,57.32000000000001,74.33670972609092,80.46772028646107,64.95395316308482,81.60731021555763,238.7740644519477,130.9716626436662,8.711609244346619,11.895365715026855,82.12,0
2,0.8,29.920921087265015,2.5696613788604736,res18,0.9551649761321904,66.23599999999999,0.9901654602050781,67.14,77.20360576848987,87.8964255273686,59.13460441539209,78.42361533779672,151.6358083890731,90.51498493353947,7.579562067985535,9.901654124259949,79.06,0
3,0.8,12.576985836029053,1.8694062232971191,res18,2.0595100198812153,59.66994901334994,1.1948584655761718,61.83,77.89922853789055,85.75579717769611,64.59730190685255,79.2769190463715,184.41744258311167,99.98464552792235,13.207636773586273,11.94858431816101,79.41,24307
4,0.8,12.953153371810913,2.523696184158325,res18,2.311257236574325,58.72101397090594,1.0919402282714843,67.0,78.59861601085481,88.70269563862382,60.41909284332196,77.0,145.82421350840383,84.14418312847779,10.50010621547699,10.919402837753296,77.48,53478
5,0.8,10.761000633239746,2.6111371517181396,res18,2.2006858944892884,61.966168178475115,1.09608671875,67.15,79.97447274384004,89.82441323505024,60.795028721209775,78.47792998477931,137.04078458183946,75.95979269899375,13.343781232833862,10.960867404937744,78.63,83083
6,0.8,12.789233684539795,3.0729613304138184,res18,2.196502023703092,62.68200794216475,0.9431148712158203,68.71000000000001,81.99596787978656,91.6413445424305,61.28463699307015,75.80696708213488,118.47504378417135,63.42679650915417,8.134376257658005,9.431148171424866,76.25,113441
7,0.8,10.757097482681274,1.9608256816864014,res18,2.0621924910106157,64.43973318165365,1.001746469116211,68.51,79.85972011698078,90.26057483979694,60.35922407191063,77.29437916798983,129.58159962534046,73.77988786363713,10.923506319522858,10.017465353012085,77.52,144102
8,0.8,9.955988883972168,2.3118655681610107,res18,1.96686075437789,65.07911392405063,0.9490592163085938,71.95,79.44758131946948,90.98864981330527,57.0788899738766,75.4367201426025,114.14850965898079,70.50701219404783,9.590216726064682,9.49059247970581,75.54,175142
9,0.8,12.164674282073975,2.5733742713928223,res18,1.8843435868114031,66.23196891467504,0.767213589477539,74.7,82.3446010656592,93.22112871478855,57.73925222190599,71.02766798418972,89.38351232874909,54.27601243419096,6.250336766242981,7.672135233879089,71.66,206355
10,0.8,12.596731662750244,2.140383243560791,res18,1.737335095600206,67.86477248451186,0.7943741760253906,74.31,83.02426177063577,93.69847966490828,58.211154767237794,72.05138186064617,86.70761100593306,50.45232125861902,8.116614818572998,7.943741679191589,72.36,237631
