epoch,cutting rate,train_time,test_time,model,train-loss,train-acc,test-loss,test-acc,auroc,aupr_success,aupr,fpr,aurc,eaurc,ece,nll,new_fpr
1,0.5,47.52871584892273,4.337550640106201,wrn,0.14785176289298801,94.89,3.488562957763672,72.75,78.0424981872064,90.04845744479665,55.780407450753444,73.68807339449542,119.3429360769185,78.29071723071456,69.02138590812683,34.88562822341919,73.65
2,0.5,22.76423454284668,3.718954563140869,wrn,0.679504139476443,86.67453251814509,3.4957060607910155,69.63000000000001,78.38627817357762,88.63307855092222,60.08331870003343,74.15212380638788,137.98308721799424,86.32605483651501,65.8312976360321,34.9570631980896,74.05
3,0.5,20.843981742858887,3.7177650928497314,wrn,0.6918599027044633,85.74164036736286,3.478791516113281,70.07,78.51227575345756,89.03402031714305,60.14667781282914,73.33778817240227,133.80319548036977,83.72497881484789,66.23671650886536,34.787917137145996,73.5
4,0.5,24.88527226448059,3.646688938140869,wrn,0.6751909477180905,85.93239201502399,3.4042914367675783,70.46,77.1632219147565,88.66825169774629,55.74622718302993,78.19905213270142,135.99548470081348,87.29356891345833,66.23013019561768,34.04291391372681,78.47
5,0.5,21.998428344726562,3.7393996715545654,wrn,0.6978785671227801,85.11331346593666,3.4401640686035155,68.85,77.54753337040185,87.92648059294763,60.12248855013704,74.31781701444623,145.70607670131952,91.18178972136437,64.76935744285583,34.40164089202881,0.0
6,0.5,22.915772914886475,3.676485061645508,wrn,0.7604252831862036,84.03070751780898,3.378301501464844,70.53,77.8577569963153,88.96422898880672,58.02868544924629,74.21106209704784,133.31127119577218,84.85409531764503,66.0839855670929,33.7830114364624,74.52
7,0.5,22.64454436302185,3.705502510070801,wrn,0.8426609585682551,81.99897136979256,3.3498444885253904,67.19000000000001,78.69879704000525,88.31042611441698,61.504958233973426,75.16001219140506,147.6851809108618,86.76336642061023,62.51029968261719,33.49844455718994,75.31
8,0.5,23.802384614944458,3.629824161529541,wrn,0.9048734146615733,80.40397847264799,3.3618415466308593,68.0,78.06256893382353,87.40953446060466,62.25810839325664,71.59375,151.593004970775,93.84349192292466,63.50000500679016,33.61841440200806,71.72
9,0.5,23.097959995269775,3.634145975112915,wrn,0.9645557575698557,79.03628270838954,3.388299530029297,65.75,77.71412838944242,86.84124734852567,63.19413187915265,74.59854014598541,162.96974557447282,96.16640914109078,61.37903928756714,33.882997035980225,74.86
10,0.5,24.046908617019653,3.7451345920562744,wrn,1.0252975371262547,77.92839647015401,3.3056308349609376,64.74,76.58781423525596,85.43856889151301,62.25731374365342,77.19795802609188,176.53335828478967,105.41701121581116,59.75278615951538,33.05630922317505,77.25
11,0.5,23.204469442367554,3.7011020183563232,wrn,1.0931484856504075,76.46921486225068,3.264936956787109,65.42,77.68590381605073,86.83814798224971,62.743754571409326,75.41931752458069,164.16296586445517,95.96760947334693,60.030144453048706,32.64936923980713,75.42
12,0.5,23.75613808631897,3.58467698097229,wrn,1.1374250433202517,75.02073862693699,3.2005169677734373,65.3,76.23385306565574,85.22913009308806,61.569978123318016,76.02305475504323,176.26576920734436,107.56010096517035,59.41652059555054,32.00516939163208,76.08
13,0.5,23.776062488555908,5.106428384780884,wrn,1.1536042898142038,74.82701812191104,3.1727178771972655,63.05,77.75334565968328,85.46654666050154,65.74838138639454,74.93910690121787,181.5634571315601,102.87661604696122,56.61047101020813,31.72717571258545,74.8
14,0.5,24.10001802444458,3.700549364089966,wrn,1.1902418116561504,73.85061256751416,3.0964302734375,63.849999999999994,76.9620360652506,85.56994239153845,62.34723679414298,77.67634854771785,178.57270407314985,103.52525991399308,56.81815147399902,30.964300632476807,0.0
15,0.5,26.061697006225586,3.6640477180480957,wrn,1.2676616268676695,72.54033844942936,3.023356536865234,65.27,78.6558533732017,86.72476359978322,64.5693102780313,73.79786927728189,164.75340715611765,95.9198165457657,57.801616191864014,30.233561992645264,73.91
16,0.5,23.925453424453735,3.6688969135284424,wrn,1.2259389663736024,72.70206797573228,3.0075683837890623,62.050000000000004,76.66377469824899,84.4286729182889,63.471147289202335,78.47167325428195,192.84504772683613,109.46606065323944,53.97764444351196,30.07568120956421,78.47
17,0.5,25.156935691833496,4.165003538131714,wrn,1.2743841044604778,71.79277659748325,2.907034362792969,65.48,77.99402805629664,86.82426524672151,63.03440123698037,74.94206257242179,163.82273522089628,95.88170906697721,56.68959021568298,29.07034158706665,74.91
18,0.5,23.35573673248291,3.753321647644043,wrn,1.2743545825282732,71.53786053779542,3.0348896911621095,63.14999999999999,77.03998470184168,84.32466285893294,64.32028772371896,75.25101763907735,189.14011790651264,110.91372634300257,55.73974251747131,30.348899364471436,0.0
19,0.5,25.063905954360962,3.662609338760376,wrn,1.31319104536935,71.14972393634297,2.825923358154297,64.89,77.38829232249357,86.22839411564279,62.93116270699923,75.30618057533466,170.23170953923307,99.76581249690175,55.28731346130371,28.25923204421997,75.31
20,0.5,23.577568292617798,3.99872088432312,wrn,1.3350018492872784,70.53107124284972,2.730493682861328,63.68000000000001,78.02561428771058,85.94504506493953,64.72812469790436,74.72466960352423,175.94902896765294,100.13664255466345,52.14766263961792,27.304937839508057,74.75
21,0.5,25.42064356803894,3.6943366527557373,wrn,1.338250918821855,70.13016448646549,2.794486065673828,62.77,75.2558199183877,83.47147314462401,62.13661634439349,78.10905183991404,197.42752868658184,117.44298314411708,52.09369659423828,27.944860458374023,78.06
22,0.5,23.572465658187866,4.649433135986328,wrn,1.3617821392441585,69.91940965142247,2.82248076171875,60.39,76.04783750358845,83.08134270664438,65.07825115464219,77.026003534461,208.34592776922403,116.82087433509928,49.88243877887726,28.224806785583496,77.05
23,0.5,25.747745037078857,3.8594415187835693,wrn,1.3809328520100963,69.45262680866216,2.7796817504882814,61.3,77.60210512116883,85.2375246428762,65.48436833420772,77.00258397932816,189.99558669885792,102.99186698601032,50.32491087913513,27.7968168258667,77.11
24,0.5,26.203805446624756,3.71732759475708,wrn,1.3872065794320754,69.37873164434404,2.8131257690429687,60.809999999999995,75.66481402990394,82.74441847137477,64.62498290099003,76.80530747639705,209.127970891678,119.70660209385595,50.32690167427063,28.131258487701416,76.91
25,0.5,24.213656663894653,3.6629459857940674,wrn,1.4770074950324164,67.44793345799214,2.783405609130859,64.57000000000001,77.36989846331828,86.2668149374971,63.66279961249203,76.20660457239627,171.14055754165665,99.2828319177681,54.35723662376404,27.834057807922363,76.35
26,0.5,26.307571172714233,3.6906394958496094,wrn,1.3891595941586572,69.04098176807972,2.609359619140625,60.870000000000005,77.37642332528118,84.15604064979249,66.28743458747965,76.36084845387171,198.56917889145478,109.4459637491054,47.44759202003479,26.093595027923584,76.39
27,0.5,24.296966552734375,3.689202308654785,wrn,1.4317725742304768,68.35316822129302,2.624444885253906,63.88,77.23888870397222,85.5500919860807,64.79279973304479,75.6921373200443,178.37891026174307,103.4659857169925,51.34264826774597,26.244447231292725,75.64
28,0.5,26.282882690429688,3.6961750984191895,wrn,1.4081326649512773,68.37194337194336,2.6342686340332033,62.62,76.62395530704109,84.64686596197872,63.75819001254792,76.21722846441948,189.3197532658098,108.63487463606242,49.48519170284271,26.342687606811523,76.3
29,0.5,26.069572687149048,4.297130823135376,wrn,1.4309154340966803,67.97725739616459,2.546149304199219,61.7,78.80262662339037,85.96229649245782,66.72854548719722,75.56135770234988,182.85200640364167,97.79282578599593,47.183433175086975,25.46149492263794,75.61
30,0.5,25.437876224517822,3.5961766242980957,wrn,1.4722886613157928,67.26450205338809,2.524887707519531,64.7,78.04483758116562,86.61472095663152,63.84807066507583,74.3342776203966,167.90553587684937,96.61514883620936,50.421541929244995,25.248878002166748,0.0
31,0.5,26.074787616729736,3.876910924911499,wrn,1.4691380783003203,67.3064619321817,2.5772771545410156,60.309999999999995,76.38848940338862,83.42754836591388,65.64247830106784,77.62660619803476,206.22204760627653,114.29298672282226,45.580193400382996,25.77277421951294,77.63
32,0.5,23.780288219451904,3.5839555263519287,wrn,1.4799886085549179,66.88625243836142,2.622079406738281,62.629999999999995,76.9111663314296,84.42643468654506,65.65118559540048,73.53492105967354,190.46249850123388,109.824420434251,49.65873956680298,26.22079610824585,73.7
33,0.5,24.007230281829834,3.693957805633545,wrn,1.4730376525801054,67.03433723383849,2.5948317260742186,61.4,76.68285978295725,84.06467168017089,64.86818699829595,79.04145077720207,197.64141965174935,111.12627506443599,47.894611954689026,25.94831943511963,79.15
34,0.5,26.898053884506226,3.9384334087371826,wrn,1.471876202059574,67.32628882484791,2.5327931091308593,63.080000000000005,78.59844177989255,86.41092918206937,66.28347848802414,74.62080173347779,174.80035333125417,96.25181352311866,48.562148213386536,25.327930450439453,74.95
35,0.5,27.2794508934021,3.7787160873413086,wrn,1.4902466716336422,66.69655150331401,2.478906597900391,63.1,77.5503137361009,85.46290520604896,65.02828111391126,74.63414634146342,181.56581689246906,103.10939866669209,47.586071491241455,24.789066314697266,74.74
36,0.5,26.00521183013916,3.801614999771118,wrn,1.4737349052818454,67.12915601023019,2.512880352783203,62.51,76.4198219082493,84.63800540278059,63.5710084906436,77.40730861563082,189.98000527508785,108.77926591702375,47.368404269218445,25.128803253173828,77.78
37,0.5,27.015674591064453,3.7577805519104004,wrn,1.541979227747236,65.80242966751918,2.5841671447753907,61.029999999999994,76.7255918216204,83.63768105603178,65.62199011381043,76.46907877854761,201.72480428850568,113.39377573366468,46.61112427711487,25.841667652130127,76.52
38,0.5,26.391783714294434,3.90716290473938,wrn,1.5007662903971788,66.51920689984405,2.603094909667969,57.709999999999994,76.86645694122392,82.76858546591728,67.81059402853472,78.6474343816505,220.84054687692617,115.19533771068252,43.18690598011017,26.030948162078857,79.07
